# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50
37.881394,34.058773,34.856850,37.013511,30.903074,43.783559,45.869380,31.288976,35.128336,33.331667,34.029399,33.045423,39.038443,28.861739,27.331301,30.789609,32.802439,32.465366,27.748874,25.748786,0.000000,28.670542,33.090784,34.278273,34.856850,31.416556,29.342802,34.219877,33.852622,30.099834,35.156792,33.585711,35.510562,31.032241,32.787193,40.398020,32.511536,34.885527,34.899857,28.460499,31.080541,36.304270,32.878564,33.645208,36.905284,36.097091,45.188494,30.708305,36.769553,34.785054
38.845849,32.924155,35.594943,38.157568,29.782545,41.170378,44.407207,29.816103,33.793490,35.763109,34.438351,30.886890,38.961519,30.773365,31.764760,33.316662,31.843367,32.124757,28.106939,30.049958,28.670542,0.000000,35.284558,36.891733,34.278273,31.764760,29.103264,35.679126,34.612137,30.397368,34.409301,32.954514,33.060551,31.511903,32.015621,39.572718,33.271610,36.674242,38.366652,29.393877,31.717503,33.823069,33.600595,32.341923,36.110940,33.867388,43.863424,29.782545,35.468296,33.466401
36.414283,32.603681,32.218007,37.643060,34.669872,42.988371,45.110974,36.386811,35.369478,33.015148,34.568772,36.810325,41.605288,29.866369,27.092434,31.921779,33.896903,32.664966,31.160873,31.176915,33.090784,35.284558,0.000000,37.416574,37.549967,34.322005,30.331502,31.496031,35.312887,33.926391,35.142567,34.014703,35.270384,33.166248,34.957117,41.364236,35.156792,33.496268,33.541020,31.256999,32.295511,37.000000,34.380227,37.986840,41.170378,38.729833,44.463468,36.660606,39.837169,36.837481
38.366652,36.097091,38.548671,40.385641,34.467376,47.455242,49.162994,38.366652,39.255573,38.600518,39.761791,37.669616,45.683695,33.286634,31.368774,34.597688,34.942810,37.881394,34.828150,35.355339,34.278273,36.891733,37.416574,0.000000,40.074930,35.972211,35.270384,38.600518,39.025633,35.142567,39.962482,37.749172,39.089641,35.552778,35.213634,43.508620,38.678159,36.769553,34.510868,30.903074,35.057096,39.127995,32.710854,33.301652,35.818989,36.414283,45.486262,33.346664,35.397740,36.592349
39.217343,31.953091,38.678159,35.425979,29.189039,44.045431,41.557190,28.460499,29.444864,35.777088,33.331667,30.479501,39.281039,33.615473,35.383612,35.958309,31.352831,33.331667,29.983329,35.972211,34.856850,34.278273,37.549967,40.074930,0.000000,25.573424,34.234486,35.749126,34.655447,29.916551,37.376463,32.939338,34.117444,30.692019,31.176915,34.190642,32.863353,41.545156,43.623388,32.295511,32.202484,30.413813,36.905284,31.256999,35.227830,32.310989,42.813549,29.597297,34.626579,33.719431
37.682887,30.935417,35.608988,36.400549,27.531800,45.738387,44.732538,30.000000,31.352831,33.793490,32.264532,29.240383,38.974351,28.913665,30.166206,30.545049,28.266588,30.773365,29.546573,31.654384,31.416556,31.764760,34.322005,35.972211,25.573424,0.000000,32.771939,34.756294,34.481879,28.337255,35.818989,33.241540,34.727511,28.106939,28.740216,37.269290,32.771939,37.255872,36.972963,28.965497,28.792360,29.916551,31.749016,29.444864,32.908965,30.166206,42.930176,27.055499,31.543621,32.726136
38.652296,32.078030,32.310989,33.778692,28.670542,35.608988,40.385641,29.359837,29.681644,34.146742,30.116441,29.376862,36.510273,26.191602,27.313001,31.416556,31.384710,30.380915,26.248809,27.239677,29.342802,29.103264,30.331502,35.270384,34.234486,32.771939,0.000000,30.265492,29.647934,29.342802,30.446675,28.372522,31.432467,30.822070,31.240999,37.215588,30.463092,32.280025,34.885527,27.910571,29.478806,34.307434,31.112698,33.689761,37.215588,35.972211,43.646306,31.368774,37.854986,32.878564
38.781439,32.848135,33.286634,33.301652,30.724583,37.336309,39.962482,32.310989,30.282008,33.496268,33.000000,33.060551,37.749172,28.774989,30.463092,33.361655,33.896903,30.643107,29.849623,33.136083,34.219877,35.679126,31.496031,38.600518,35.749126,34.756294,30.265492,0.000000,31.000000,31.288976,32.603681,31.480152,32.832910,32.031235,33.823069,35.818989,33.436507,35.242020,38.118237,31.859065,31.764760,37.188708,34.785054,37.080992,40.087405,38.935845,44.170126,35.355339,39.433488,35.256205
40.360872,32.984845,34.684290,31.208973,29.103264,36.945906,37.973675,28.089144,29.529646,35.256205,31.208973,27.964263,34.669872,29.274562,32.695565,34.496377,33.075671,29.563491,28.879058,33.030289,33.852622,34.612137,35.312887,39.025633,34.655447,34.481879,29.647934,31.000000,0.000000,28.635642,32.000000,28.495614,30.282008,31.764760,31.256999,33.882149,30.708305,36.918830,39.471509,32.310989,29.765752,34.205263,35.482390,34.698703,38.131352,36.482873,43.794977,32.756679,37.841776,32.526912
37.616486,28.913665,32.511536,29.325757,25.000000,38.845849,37.682887,24.433583,27.964263,33.570821,30.199338,25.019992,33.852622,25.632011,29.816103,30.724583,28.425341,28.284271,25.573424,29.647934,30.099834,30.397368,33.926391,35.142567,29.916551,28.337255,29.342802,31.288976,28.635642,0.000000,32.062439,27.386128,29.308702,28.053520,26.627054,32.619013,27.440845,33.391616,36.986484,27.055499,26.419690,30.133038,31.859065,28.354894,32.124757,30.116441,39.899875,25.199206,31.843367,28.600699
41.073106,36.027767,35.000000,36.414283,33.391616,38.118237,41.448764,31.064449,30.854497,35.482390,32.619013,32.802439,35.327043,30.838288,32.848135,35.327043,34.525353,31.874755,31.591138,34.336569,35.156792,34.409301,35.142567,39.962482,37.376463,35.818989,30.446675,32.603681,32.000000,32.062439,0.000000,29.799329,33.541020,33.000000,35.651087,39.522146,33.451457,37.483330,39.698866,32.863353,33.376639,34.612137,35.791060,37.603191,40.099875,39.686270,44.721360,35.818989,40.865633,35.185224
38.275318,30.033315,32.233523,28.106939,26.057628,31.701735,31.336879,25.592968,25.768197,36.152455,30.626786,25.059928,32.741411,28.231188,32.140317,34.351128,31.811947,28.495614,27.820855,33.151169,33.585711,32.954514,34.014703,37.749172,32.939338,33.241540,28.372522,31.480152,28.495614,27.386128,29.799329,0.000000,26.627054,32.388269,29.949958,30.199338,28.231188,35.566838,39.064050,30.983867,28.071338,32.403703,34.770677,33.286634,36.027767,34.741906,40.049969,30.838288,36.986484,29.732137
38.884444,30.870698,34.785054,31.064449,28.390139,34.088121,32.878564,28.319605,27.073973,35.411862,30.116441,27.874720,33.719431,30.594117,34.496377,34.885527,30.838288,29.916551,28.930952,35.355339,35.510562,33.060551,35.270384,39.089641,34.117444,34.727511,31.432467,32.832910,30.282008,29.308702,33.541020,26.627054,0.000000,32.372828,31.432467,30.315013,30.724583,37.121422,41.844952,33.719431,31.288976,33.391616,36.055513,33.896903,36.537652,33.496268,38.768544,31.843367,35.679126,30.675723
35.298725,29.068884,34.146742,36.207734,28.142495,45.276926,44.170126,29.325757,32.634338,30.724583,30.248967,30.935417,37.934153,28.809721,29.631065,29.171904,27.622455,30.479501,28.548205,29.899833,31.032241,31.511903,33.166248,35.552778,30.692019,28.106939,30.822070,32.031235,31.764760,28.053520,33.000000,32.388269,32.372828,0.000000,27.820855,38.118237,31.496031,37.202150,36.290495,28.053520,28.513155,28.618176,29.461840,29.748950,33.361655,30.265492,42.130749,27.604347,31.953091,32.078030
35.665109,25.787594,35.468296,33.570821,24.000000,42.988371,39.837169,26.944387,31.096624,34.234486,33.271610,25.748786,38.716921,28.948230,30.724583,31.064449,26.589472,30.149627,29.171904,32.093613,32.787193,32.015621,34.957117,35.213634,31.176915,28.740216,31.240999,33.823069,31.256999,26.627054,35.651087,29.949958,31.432467,27.820855,0.000000,34.684290,32.496154,35.242020,36.318040,28.618176,28.653098,29.068884,29.325757,26.400758,30.380915,26.608269,38.665230,24.207437,28.792360,27.147744
44.687806,34.985711,39.585351,29.597297,29.916551,36.235342,30.757113,31.701735,27.239677,41.436699,36.469165,31.048349,39.319207,36.972963,41.436699,39.648455,35.608988,32.832910,33.852622,41.677332,40.398020,39.572718,41.364236,43.508620,34.190642,37.269290,37.215588,35.818989,33.882149,32.619013,39.522146,30.199338,30.315013,38.118237,34.684290,0.000000,33.511192,43.600459,47.391982,37.788887,34.928498,37.735925,41.436699,35.916570,39.547440,37.536649,40.718546,34.885527,38.600518,34.583233
40.963398,34.190642,35.944402,31.128765,29.563491,35.665109,37.080992,27.748874,29.274562,34.669872,31.000000,29.512709,34.741906,28.913665,33.645208,33.808283,32.078030,30.248967,26.814175,31.717503,32.511536,33.271610,35.156792,38.678159,32.863353,32.771939,30.463092,33.436507,30.708305,27.440845,33.451457,28.231188,30.724583,31.496031,32.496154,33.511192,0.000000,37.469988,39.937451,31.480152,28.827071,34.219877,36.441734,34.971417,37.403208,35.327043,42.743421,32.218007,37.107951,32.969683
38.157568,36.013886,34.088121,38.948684,35.832946,42.638011,45.902070,38.470768,38.196859,36.905284,37.643060,37.134889,42.649736,29.154759,28.705400,33.120990,35.902646,34.626579,32.109189,32.680269,34.885527,36.674242,33.496268,36.769553,41.545156,37.255872,32.280025,35.242020,36.918830,33.391616,37.483330,35.566838,37.121422,37.202150,35.242020,43.600459,37.469988,0.000000,32.817678,31.160873,34.741906,40.804412,33.256578,39.610605,41.533119,41.255303,48.897853,38.078866,41.121770,36.619667
38.013156,36.441734,35.986108,43.520110,37.589892,48.672374,52.249402,41.412558,42.520583,37.986840,38.858718,39.115214,46.882833,31.384710,26.514147,31.080541,36.000000,37.067506,35.496479,32.726136,34.899857,38.366652,33.541020,34.510868,43.623388,36.972963,34.885527,38.118237,39.471509,36.986484,39.698866,39.064050,41.844952,36.290495,36.318040,47.391982,39.937451,32.817678,0.000000,31.240999,33.734256,39.038443,30.347982,37.067506,40.792156,40.012498,48.414874,37.828561,40.743098,36.441734
35.284558,28.319605,32.848135,35.071356,26.851443,42.602817,44.158804,30.083218,31.654384,33.181320,32.465366,30.854497,39.774364,26.702060,26.925824,28.178006,29.597297,30.265492,28.035692,27.982137,28.460499,29.393877,31.256999,30.903074,32.295511,28.965497,27.910571,31.859065,32.310989,27.055499,32.863353,30.983867,33.719431,28.053520,28.618176,37.788887,31.480152,31.160873,31.240999,0.000000,26.795522,32.155870,27.982137,29.529646,33.436507,31.890437,42.237424,27.110883,33.615473,30.822070
37.322915,30.232433,31.764760,32.710854,27.110883,40.484565,40.570926,27.331301,30.000000,33.985291,29.495762,26.944387,35.071356,25.903668,28.372522,28.982753,29.257478,29.899833,27.349589,29.206164,31.080541,31.717503,32.295511,35.057096,32.202484,28.792360,29.478806,31.764760,29.765752,26.419690,33.376639,28.071338,31.288976,28.513155,28.653098,34.928498,28.827071,34.741906,33.734256,26.795522,0.000000,28.705400,31.224990,28.982753,33.823069,31.921779,41.060930,28.337255,33.852622,31.048349
38.379682,31.559468,36.455452,38.600518,29.580399,45.464272,43.081318,28.618176,32.649655,35.958309,32.124757,29.698485,38.262253,33.331667,35.256205,33.376639,28.982753,32.863353,31.780497,35.256205,36.304270,33.823069,37.000000,39.127995,30.413813,29.916551,34.307434,37.188708,34.205263,30.133038,34.612137,32.403703,33.391616,28.618176,29.068884,37.735925,34.219877,40.804412,39.038443,32.155870,28.705400,0.000000,32.171416,28.809721,33.136083,30.545049,41.521079,29.068884,32.680269,31.780497
36.166283,31.448370,35.440090,39.408121,30.000000,46.690470,47.655010,34.554305,35.651087,35.468296,35.846897,33.570821,42.485292,29.631065,28.844410,28.965497,30.577770,34.452866,31.384710,31.496031,32.878564,33.600595,34.380227,32.710854,36.905284,31.749016,31.112698,34.785054,35.482390,31.859065,35.791060,34.770677,36.055513,29.461840,29.325757,41.436699,36.441734,33.256578,30.347982,27.982137,31.224990,32.171416,0.000000,30.479501,34.741906,32.465366,43.646306,30.166206,33.570821,32.388269
38.327536,30.199338,37.749172,36.496575,25.514702,46.378875,44.136153,28.160256,33.045423,35.707142,35.128336,28.248894,41.255303,31.638584,32.449961,33.585711,27.055499,33.045423,31.432467,33.570821,33.645208,32.341923,37.986840,33.301652,31.256999,29.444864,33.689761,37.080992,34.698703,28.354894,37.603191,33.286634,33.896903,29.748950,26.400758,35.916570,34.971417,39.610605,37.067506,29.529646,28.982753,28.809721,30.479501,0.000000,24.939928,25.396850,39.496835,22.158520,28.319605,28.142495
41.073106,33.376639,41.024383,39.648455,31.000000,48.528342,46.130250,32.908965,36.193922,36.864617,37.709415,33.075671,44.452222,34.828150,35.986108,36.523965,28.705400,36.851052,35.496479,37.643060,36.905284,36.110940,41.170378,35.818989,35.227830,32.908965,37.215588,40.087405,38.131352,32.124757,40.099875,36.027767,36.537652,33.361655,30.380915,39.547440,37.403208,41.533119,40.792156,33.436507,33.823069,33.136083,34.741906,24.939928,0.000000,27.331301,38.755645,26.400758,29.866369,33.376639
38.418745,29.240383,39.849718,37.986840,27.531800,47.328638,44.530888,30.331502,35.284558,35.749126,35.114100,30.413813,42.508823,34.380227,35.014283,34.394767,27.331301,34.190642,33.211444,36.331804,36.097091,33.867388,38.729833,36.414283,32.310989,30.166206,35.972211,38.935845,36.482873,30.116441,39.686270,34.741906,33.496268,30.265492,26.608269,37.536649,35.327043,41.255303,40.012498,31.890437,31.921779,30.545049,32.465366,25.396850,27.331301,0.000000,35.397740,24.083189,27.331301,30.315013
44.643029,38.935845,44.237993,41.400483,37.589892,46.529560,43.358967,40.385641,39.446166,45.310043,42.071368,40.398020,47.455242,43.829214,44.754888,43.908997,36.851052,40.546270,42.708313,47.968740,45.188494,43.863424,44.463468,45.486262,42.813549,42.930176,43.646306,44.170126,43.794977,39.899875,44.721360,40.049969,38.768544,42.130749,38.665230,40.718546,42.743421,48.897853,48.414874,42.237424,41.060930,41.521079,43.646306,39.496835,38.755645,35.397740,0.000000,38.561639,38.910153,38.961519
38.052595,28.266588,37.067506,34.914181,23.280893,45.099889,42.953463,25.612497,30.838288,34.263683,33.211444,26.172505,39.484174,29.120440,31.685959,31.890437,25.903668,31.827661,29.206164,31.685959,30.708305,29.782545,36.660606,33.346664,29.597297,27.055499,31.368774,35.355339,32.756679,25.199206,35.818989,30.838288,31.843367,27.604347,24.207437,34.885527,32.218007,38.078866,37.828561,27.110883,28.337255,29.068884,30.166206,22.158520,26.400758,24.083189,38.561639,0.000000,26.702060,28.653098
37.828561,31.780497,38.974351,39.370039,30.675723,48.590122,45.541190,33.211444,36.742346,36.537652,36.932371,33.105891,44.000000,35.284558,35.707142,34.088121,29.765752,34.409301,34.263683,38.039453,36.769553,35.468296,39.837169,35.397740,34.626579,31.543621,37.854986,39.433488,37.841776,31.843367,40.865633,36.986484,35.679126,31.953091,28.792360,38.600518,37.107951,41.121770,40.743098,33.615473,33.852622,32.680269,33.570821,28.319605,29.866369,27.331301,38.910153,26.702060,0.000000,32.832910
36.837481,29.086079,36.891733,33.496268,26.438608,41.170378,39.242834,29.410882,31.780497,37.589892,34.029399,27.892651,39.166312,31.160873,32.939338,34.641016,29.597297,31.874755,30.919250,34.423829,34.785054,33.466401,36.837481,36.592349,33.719431,32.726136,32.878564,35.256205,32.526912,28.600699,35.185224,29.732137,30.675723,32.078030,27.147744,34.583233,32.969683,36.619667,36.441734,30.822070,31.048349,31.780497,32.388269,28.142495,33.376639,30.315013,38.961519,28.653098,32.832910,0.000000
