# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81
11.747340,14.282857,11.874342,9.899495,10.908712,9.110434,10.723805,11.135529,9.899495,11.747340,0.000000,11.045361,15.620499,12.449900,14.387495,14.000000,10.770330,9.695360,11.916375,16.217275,12.727922,11.916375,13.379088,9.797959,15.231546,10.246951,14.352700,13.820275,10.198039,12.083046,14.525839,11.489125,9.327379,11.874342,9.797959,10.630146,10.246951,18.947295,15.652476,9.000000,14.798649,11.661904,9.110434,10.954451,10.723805,10.049876,10.488088,10.770330,12.529964,13.601471,12.369317,12.288206,11.000000,11.874342,13.076697,10.246951,13.038405,11.747340,12.609520,10.535654,14.177447,12.369317,14.560220,14.247807,10.908712,10.392305,12.961481,11.224972,11.269428,10.908712,10.000000,9.695360,12.328828,12.247449,10.954451,11.045361,12.124356,11.090537,10.148892,12.688578,10.535654
12.247449,15.297059,12.124356,10.392305,11.532563,9.643651,11.000000,11.489125,10.099505,12.328828,11.045361,0.000000,15.937377,13.000000,14.247807,14.212670,11.224972,10.198039,12.328828,16.217275,12.961481,12.649111,13.601471,10.198039,15.427249,10.723805,14.628739,13.601471,10.488088,12.328828,14.525839,11.916375,9.746794,12.288206,10.099505,10.908712,10.630146,19.104973,16.093477,9.219544,14.933185,12.165525,9.746794,11.401754,10.908712,10.344080,11.313708,11.045361,12.206556,13.892444,12.767145,11.958261,11.618950,11.704700,13.076697,10.723805,13.114877,12.165525,12.845233,10.723805,14.594520,12.609520,14.696938,14.106736,11.180340,10.583005,13.266499,10.677078,11.704700,11.269428,10.392305,10.099505,12.328828,12.806248,11.224972,11.489125,12.369317,10.908712,10.535654,13.000000,10.816654
16.186414,18.920888,16.522712,14.832397,15.842980,14.594520,15.132746,15.937377,15.165751,16.552945,15.620499,15.937377,0.000000,17.058722,18.248288,17.832555,15.556349,14.491377,15.362291,19.209373,17.146428,16.673332,17.691806,14.832397,17.320508,15.198684,18.330303,17.635192,14.764823,16.000000,18.083141,15.556349,14.730920,15.394804,15.033296,15.716234,14.798649,21.840330,18.193405,14.662878,17.748239,16.552945,14.730920,15.099669,15.132746,14.730920,15.811388,15.748016,16.822604,17.691806,16.583124,16.763055,15.066519,16.340135,17.117243,15.459625,16.911535,16.492423,16.822604,15.132746,16.583124,16.462078,17.492856,18.027756,15.459625,15.362291,16.552945,15.811388,15.524175,15.842980,14.966630,14.628739,16.792856,15.684387,15.620499,15.874508,16.462078,15.905974,14.798649,16.522712,15.588457
11.789826,15.652476,13.638182,11.357817,12.569805,10.770330,12.489996,12.688578,11.704700,12.369317,12.449900,13.000000,17.058722,0.000000,15.491933,14.317821,12.449900,11.618950,13.527749,17.088007,13.076697,13.892444,14.071247,11.445523,15.588457,12.165525,15.198684,15.165751,11.357817,13.228757,15.874508,11.874342,11.401754,12.489996,11.704700,12.247449,11.401754,19.697716,16.309506,10.677078,14.899664,13.076697,11.224972,12.369317,12.569805,11.747340,12.369317,12.041595,14.071247,14.966630,13.114877,13.638182,12.409674,13.190906,13.564660,11.401754,14.456832,13.527749,14.000000,12.165525,15.620499,13.490738,15.588457,14.899664,12.409674,12.288206,14.106736,12.609520,12.806248,12.165525,11.618950,12.041595,13.674794,13.964240,12.767145,12.845233,13.490738,12.409674,12.083046,14.628739,12.000000
14.933185,17.748239,15.099669,12.845233,14.628739,13.190906,14.560220,13.892444,13.674794,14.730920,14.387495,14.247807,18.248288,15.491933,0.000000,16.643317,14.177447,13.379088,15.329710,16.911535,15.588457,15.588457,16.062378,13.000000,17.521415,14.000000,16.763055,16.733201,13.964240,14.798649,16.852300,14.035669,13.416408,15.297059,13.228757,14.282857,13.711309,20.688161,17.888544,12.884099,16.492423,14.933185,13.416408,14.594520,14.142136,13.711309,14.387495,14.317821,15.620499,16.492423,14.966630,15.033296,14.352700,14.560220,14.966630,14.000000,16.031220,14.317821,14.764823,13.266499,16.673332,15.297059,17.464249,17.088007,14.071247,14.106736,15.394804,13.601471,14.696938,14.560220,14.035669,13.304135,15.524175,15.652476,14.456832,14.730920,15.033296,14.628739,14.071247,15.811388,14.071247
13.711309,16.970563,14.866069,12.489996,13.674794,12.449900,13.892444,13.928388,13.038405,13.711309,14.000000,14.212670,17.832555,14.317821,16.643317,0.000000,13.784049,13.114877,14.966630,18.138357,14.142136,15.491933,15.329710,13.038405,16.733201,13.076697,16.613248,15.905974,13.341664,14.212670,16.881943,13.711309,12.767145,13.152946,12.961481,13.747727,12.922848,20.322401,17.291616,12.206556,16.643317,14.212670,12.609520,13.114877,13.601471,13.000000,13.638182,13.490738,15.198684,16.093477,13.892444,14.456832,13.892444,14.177447,14.662878,13.076697,15.297059,14.764823,13.747727,13.379088,15.264338,14.662878,15.748016,16.583124,12.845233,13.856406,15.165751,14.282857,14.387495,13.228757,12.961481,13.114877,15.099669,15.297059,14.212670,14.000000,14.525839,14.035669,13.453624,15.524175,13.228757
11.747340,14.832397,11.789826,9.591663,10.908712,9.110434,10.908712,11.135529,9.899495,11.489125,10.770330,11.224972,15.556349,12.449900,14.177447,13.784049,0.000000,9.591663,11.401754,16.217275,12.489996,12.806248,13.000000,9.695360,15.165751,10.440307,14.560220,14.035669,10.392305,11.916375,14.525839,11.401754,9.433981,11.704700,10.000000,10.535654,10.246951,18.520259,15.588457,9.000000,14.247807,12.000000,9.110434,10.954451,10.816654,10.148892,10.954451,10.862780,11.958261,13.674794,12.124356,12.288206,10.816654,11.789826,12.609520,10.246951,11.489125,11.489125,12.609520,10.440307,14.317821,12.288206,14.628739,14.247807,10.148892,10.488088,12.884099,11.045361,11.180340,10.344080,9.695360,9.591663,12.489996,12.000000,10.000000,11.135529,12.124356,11.357817,10.344080,12.529964,10.049876
10.677078,14.491377,10.723805,8.602325,10.148892,7.937254,9.848858,10.198039,8.831761,10.862780,9.695360,10.198039,14.491377,11.618950,13.379088,13.114877,9.591663,0.000000,10.677078,15.652476,11.747340,12.000000,12.369317,8.485281,13.416408,9.327379,13.638182,13.304135,9.273618,10.770330,13.820275,10.392305,8.185353,10.246951,8.602325,9.746794,9.110434,17.521415,15.000000,7.681146,13.453624,11.135529,8.062258,9.797959,9.539392,9.000000,9.899495,9.797959,11.704700,12.688578,11.269428,11.357817,9.539392,10.535654,11.704700,9.219544,12.247449,10.954451,11.704700,9.110434,12.609520,11.357817,13.341664,13.601471,9.539392,9.486833,11.916375,10.295630,10.344080,10.049876,9.055385,8.831761,11.489125,11.224972,10.000000,10.198039,10.816654,10.535654,8.888194,12.369317,9.110434
12.569805,15.874508,12.767145,10.862780,12.124356,10.535654,11.958261,12.409674,11.224972,12.727922,11.916375,12.328828,15.362291,13.527749,15.329710,14.966630,11.401754,10.677078,0.000000,17.000000,13.856406,13.784049,14.387495,11.045361,16.248077,11.618950,15.427249,14.662878,10.862780,12.806248,15.264338,12.247449,10.630146,13.076697,11.313708,11.704700,10.816654,19.570386,15.329710,10.535654,15.459625,13.038405,10.630146,11.832160,11.958261,11.532563,12.000000,12.083046,13.304135,14.387495,13.527749,13.453624,11.704700,13.076697,13.820275,11.618950,12.806248,12.569805,13.747727,11.532563,15.264338,12.767145,15.297059,14.933185,11.618950,11.832160,13.564660,12.409674,12.449900,12.206556,10.954451,11.224972,13.490738,12.328828,11.575837,12.328828,13.304135,12.529964,11.618950,12.369317,11.789826
16.822604,19.364917,16.492423,15.524175,16.431677,15.231546,16.186414,16.031220,15.716234,16.462078,16.217275,16.217275,19.209373,17.088007,16.911535,18.138357,16.217275,15.652476,17.000000,0.000000,17.578396,17.464249,18.110770,15.524175,19.157244,15.748016,18.574176,17.606817,16.093477,16.703293,17.888544,15.716234,14.832397,17.146428,15.394804,16.309506,15.748016,22.000000,19.026298,15.231546,18.493242,16.217275,15.362291,16.278821,15.620499,15.937377,16.155494,16.217275,16.911535,17.944358,17.088007,16.911535,16.309506,16.431677,17.088007,15.937377,17.406895,16.462078,17.029386,15.033296,17.832555,16.062378,18.841444,17.378147,16.309506,15.459625,17.291616,15.198684,16.673332,16.124515,15.716234,15.652476,16.583124,17.464249,16.278821,16.462078,16.970563,16.000000,15.874508,17.435596,16.124515
12.649111,16.124515,13.892444,10.770330,12.688578,11.180340,12.845233,12.806248,12.165525,13.038405,12.727922,12.961481,17.146428,13.076697,15.588457,14.142136,12.489996,11.747340,13.856406,17.578396,0.000000,14.628739,13.964240,11.575837,15.684387,12.449900,15.748016,15.459625,11.832160,13.114877,15.716234,12.649111,11.704700,11.789826,11.832160,12.845233,11.357817,19.874607,16.522712,10.535654,15.000000,12.806248,11.445523,12.649111,12.609520,11.958261,12.409674,12.727922,14.387495,15.264338,12.206556,13.527749,12.288206,12.922848,13.674794,11.789826,14.764823,13.638182,13.892444,12.206556,15.968719,13.453624,14.491377,15.588457,12.288206,12.727922,14.282857,13.038405,13.304135,11.958261,11.661904,11.832160,14.142136,14.282857,13.038405,12.884099,13.601471,13.076697,12.288206,14.662878,11.874342
13.784049,15.165751,13.228757,12.000000,13.000000,11.445523,11.704700,12.961481,11.916375,13.416408,11.916375,12.649111,16.673332,13.892444,15.588457,15.491933,12.806248,12.000000,13.784049,17.464249,14.628739,0.000000,14.730920,11.661904,16.124515,12.041595,15.491933,15.000000,12.165525,13.856406,15.842980,13.038405,11.618950,13.601471,12.083046,12.688578,12.206556,19.570386,16.881943,11.532563,15.652476,13.564660,11.180340,12.806248,12.688578,11.445523,12.000000,12.727922,13.964240,15.066519,13.747727,13.964240,13.152946,13.674794,14.866069,12.288206,14.352700,13.114877,14.387495,12.609520,15.459625,13.674794,15.099669,14.387495,12.922848,11.489125,14.628739,12.884099,13.228757,12.449900,11.747340,11.661904,13.711309,14.142136,12.961481,12.649111,13.379088,11.704700,11.789826,14.933185,12.449900
13.527749,16.522712,14.491377,12.041595,12.961481,11.916375,12.569805,13.453624,12.688578,13.674794,13.379088,13.601471,17.691806,14.071247,16.062378,15.329710,13.000000,12.369317,14.387495,18.110770,13.964240,14.730920,0.000000,12.206556,15.198684,12.961481,16.340135,16.062378,12.767145,14.035669,16.431677,13.304135,12.247449,13.341664,12.369317,13.416408,12.489996,20.049938,16.733201,11.313708,15.748016,13.379088,12.409674,13.527749,13.341664,12.569805,12.845233,12.767145,14.764823,15.811388,13.564660,14.628739,13.341664,14.071247,14.422205,12.489996,15.459625,13.892444,14.696938,12.884099,16.370706,13.638182,15.652476,16.124515,12.884099,13.304135,14.662878,13.674794,14.000000,13.564660,13.000000,12.845233,14.317821,14.866069,13.674794,13.527749,13.490738,13.711309,12.569805,15.362291,12.649111
10.677078,14.560220,11.180340,8.366600,10.246951,8.062258,10.049876,10.000000,8.944272,10.770330,9.797959,10.198039,14.832397,11.445523,13.000000,13.038405,9.695360,8.485281,11.045361,15.524175,11.575837,11.661904,12.206556,0.000000,14.212670,9.433981,13.856406,13.379088,9.055385,10.862780,13.747727,10.392305,8.185353,10.908712,8.602325,9.848858,9.000000,18.357560,14.798649,7.416198,13.453624,11.045361,8.185353,10.099505,9.746794,8.888194,9.899495,9.797959,11.789826,12.922848,11.000000,11.357817,9.848858,10.816654,11.532563,9.219544,12.409674,11.045361,11.532563,9.110434,13.601471,11.269428,13.928388,13.601471,9.848858,9.695360,12.000000,10.198039,10.440307,10.148892,9.165151,9.165151,11.661904,11.661904,10.099505,10.000000,10.908712,10.535654,9.000000,12.449900,9.219544
14.282857,17.720045,15.968719,14.071247,14.525839,13.674794,14.247807,15.362291,14.422205,15.231546,15.231546,15.427249,17.320508,15.588457,17.521415,16.733201,15.165751,13.416408,16.248077,19.157244,15.684387,16.124515,15.198684,14.212670,0.000000,15.066519,17.832555,17.406895,14.764823,15.165751,17.916473,13.711309,14.525839,13.601471,13.928388,15.394804,14.456832,21.047565,17.748239,13.304135,16.155494,15.811388,14.317821,14.966630,14.035669,14.456832,14.560220,14.696938,16.401219,17.521415,15.459625,16.031220,13.892444,15.716234,15.905974,14.387495,16.673332,15.937377,16.155494,14.177447,15.652476,15.198684,15.748016,17.291616,14.594520,15.033296,15.937377,15.165751,15.842980,14.798649,14.560220,14.282857,15.556349,15.684387,15.620499,15.556349,14.247807,15.264338,13.747727,17.233688,13.964240
11.445523,14.798649,11.489125,9.539392,10.488088,8.485281,10.295630,10.535654,9.539392,11.532563,10.246951,10.723805,15.198684,12.165525,14.000000,13.076697,10.440307,9.327379,11.618950,15.748016,12.449900,12.041595,12.961481,9.433981,15.066519,0.000000,14.177447,13.784049,9.643651,11.445523,13.856406,11.090537,8.944272,11.135529,9.643651,10.392305,9.797959,18.493242,15.491933,8.485281,14.422205,11.704700,8.831761,10.344080,10.295630,9.797959,10.440307,10.148892,12.247449,12.961481,12.083046,12.083046,10.770330,11.575837,12.489996,10.000000,12.449900,11.618950,12.083046,10.099505,13.856406,11.916375,14.177447,13.784049,10.583005,9.848858,12.609520,11.000000,10.677078,10.677078,9.643651,9.539392,12.041595,12.041595,10.630146,10.630146,11.747340,10.770330,9.899495,12.961481,10.198039
14.764823,16.492423,15.066519,13.711309,14.730920,13.152946,14.387495,14.560220,13.856406,14.696938,14.352700,14.628739,18.330303,15.198684,16.763055,16.613248,14.560220,13.638182,15.427249,18.574176,15.748016,15.491933,16.340135,13.856406,17.832555,14.177447,0.000000,16.583124,13.856406,14.966630,17.000000,14.966630,13.379088,14.866069,13.784049,14.106736,13.892444,20.469489,18.303005,13.304135,17.058722,15.099669,13.379088,14.560220,14.525839,13.964240,14.352700,14.422205,15.779734,16.278821,15.264338,15.264338,14.730920,14.317821,16.278821,13.674794,16.124515,15.165751,15.716234,14.177447,17.117243,15.329710,16.911535,16.822604,14.317821,13.564660,16.062378,14.422205,14.662878,14.456832,13.928388,13.711309,14.422205,15.362291,14.560220,14.560220,15.066519,14.387495,13.674794,16.155494,14.106736
14.456832,17.117243,14.832397,13.379088,14.071247,12.649111,13.638182,13.379088,13.228757,14.317821,13.820275,13.601471,17.635192,15.165751,16.733201,15.905974,14.035669,13.304135,14.662878,17.606817,15.459625,15.000000,16.062378,13.379088,17.406895,13.784049,16.583124,0.000000,13.527749,15.000000,16.792856,14.387495,12.247449,14.764823,13.527749,13.638182,13.564660,20.688161,17.776389,12.649111,16.911535,14.387495,12.961481,13.747727,13.416408,13.266499,13.601471,14.106736,15.099669,16.186414,15.099669,14.071247,14.422205,14.071247,14.560220,13.114877,15.524175,14.247807,14.628739,13.564660,16.248077,15.231546,17.000000,16.552945,13.341664,13.601471,15.588457,12.845233,14.422205,14.000000,12.845233,13.000000,13.892444,15.132746,14.106736,14.035669,15.033296,13.416408,13.341664,15.427249,13.784049
11.135529,14.071247,11.532563,9.055385,10.246951,8.660254,10.344080,10.583005,9.486833,11.224972,10.198039,10.488088,14.764823,11.357817,13.964240,13.341664,10.392305,9.273618,10.862780,16.093477,11.832160,12.165525,12.767145,9.055385,14.764823,9.643651,13.856406,13.527749,0.000000,11.135529,13.964240,10.954451,8.888194,10.908712,9.591663,10.246951,9.110434,18.788294,14.317821,8.306624,14.387495,11.224972,8.660254,10.099505,10.246951,9.643651,10.099505,10.392305,11.874342,13.228757,11.789826,11.874342,10.630146,11.000000,12.529964,9.746794,12.409674,11.313708,12.288206,9.848858,13.892444,11.704700,13.341664,13.000000,10.440307,9.797959,12.328828,10.862780,10.816654,10.148892,9.380832,9.165151,11.916375,11.661904,10.488088,10.295630,11.618950,10.723805,9.746794,12.206556,9.949874
12.649111,15.937377,13.152946,10.677078,12.041595,10.723805,12.288206,12.328828,11.489125,12.649111,12.083046,12.328828,16.000000,13.228757,14.798649,14.212670,11.916375,10.770330,12.806248,16.703293,13.114877,13.856406,14.035669,10.862780,15.165751,11.445523,14.966630,15.000000,11.135529,0.000000,14.798649,12.083046,10.723805,12.041595,10.954451,11.874342,11.090537,19.570386,15.652476,10.148892,14.798649,12.727922,10.816654,12.000000,12.041595,11.269428,12.083046,11.916375,13.747727,14.525839,12.767145,13.228757,11.618950,12.369317,12.767145,11.532563,13.711309,13.038405,13.228757,11.269428,14.933185,12.845233,14.491377,14.933185,11.958261,11.832160,13.490738,12.247449,12.124356,12.206556,11.489125,11.401754,13.416408,13.190906,12.328828,12.083046,13.000000,12.288206,11.269428,13.892444,11.618950
15.000000,18.027756,15.099669,13.674794,14.832397,13.490738,14.352700,14.106736,13.964240,15.394804,14.525839,14.525839,18.083141,15.874508,16.852300,16.881943,14.525839,13.820275,15.264338,17.888544,15.716234,15.842980,16.431677,13.747727,17.916473,13.856406,17.000000,16.792856,13.964240,14.798649,0.000000,14.594520,13.341664,14.628739,13.747727,14.422205,13.856406,21.118712,17.944358,13.341664,17.378147,15.198684,13.564660,14.662878,14.628739,14.071247,14.177447,14.662878,15.874508,15.297059,15.491933,15.556349,14.491377,14.966630,15.811388,14.071247,15.779734,15.198684,15.684387,13.711309,17.146428,14.422205,17.521415,16.613248,14.696938,13.379088,15.779734,14.525839,14.422205,14.560220,14.035669,14.106736,15.588457,15.716234,14.798649,14.317821,15.362291,14.764823,14.071247,15.937377,14.352700
10.770330,14.764823,12.449900,10.099505,11.269428,9.643651,11.532563,11.575837,10.583005,11.747340,11.489125,11.916375,15.556349,11.874342,14.035669,13.711309,11.401754,10.392305,12.247449,15.716234,12.649111,13.038405,13.304135,10.392305,13.711309,11.090537,14.966630,14.387495,10.954451,12.083046,14.594520,0.000000,10.246951,11.704700,9.797959,11.618950,10.049876,19.209373,14.933185,9.643651,14.456832,12.247449,9.643651,11.489125,11.445523,10.246951,10.954451,11.401754,13.228757,14.106736,12.609520,12.206556,11.357817,12.124356,12.845233,10.816654,13.341664,12.569805,12.845233,10.440307,13.820275,11.704700,14.422205,14.035669,11.445523,10.488088,13.114877,11.489125,12.206556,10.630146,10.295630,11.045361,12.806248,12.727922,11.916375,12.083046,12.124356,11.269428,10.816654,13.076697,10.723805
