# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161
0.000000,0.048412,0.030206,0.000000,0.000000,0.000000,0.020016,0.025786,0.000000,0.000000,0.062017,0.000000,0.000000,0.055902,0.000000,0.015564,0.045644,0.051031,0.000000,0.091225,0.139005,0.086672,0.129580,0.091287,0.000000,0.144338,0.127000,0.104006,0.037689,0.108253,0.036084,0.085749,0.075378,1.000000,0.308607,0.135185,0.041667,0.000000,0.079057,0.000000,0.000000,0.033558,0.041667,0.036860,0.000000,0.000000,0.000000,0.000000,0.064293,0.000000,0.048212,0.090010,0.035355,0.017857,0.176777,0.108821,0.000000,0.071796,0.000000,0.049752,0.040555,0.028677,0.072169,0.000000,0.000000,0.000000,0.046829,0.033558,0.000000,0.079375,0.147442,0.000000,0.025994,0.000000,0.000000,0.094491,0.053300,0.000000,0.000000,0.044194,0.000000,0.000000,0.021597,0.140636,0.098058,0.035355,0.074125,0.000000,0.046829,0.000000,0.177878,0.035355,0.108253,0.000000,0.088388,0.076249,0.000000,0.050000,0.000000,0.082783,0.152318,0.000000,0.000000,0.000000,0.153093,0.030773,0.044194,0.031750,0.055594,0.000000,0.037689,0.115728,0.000000,0.093691,0.000000,0.065779,0.054554,0.000000,0.024754,0.000000,0.068041,0.000000,0.042258,0.000000,0.000000,0.000000,0.117851,0.000000,0.019889,0.000000,0.019764,0.012725,0.015386,0.051031,0.049029,0.051031,0.051031,0.114829,0.034818,0.052917,0.076547,0.084116,0.072169,0.053300,0.055902,0.053300,0.036084,0.000000,0.044194,0.053300,0.033408,0.047246,0.093691,0.083333,0.089087,0.072846,0.077822,0.082199,0.070711,0.037689,0.115728
0.091502,0.039841,0.074574,0.000000,0.000000,0.000000,0.049417,0.000000,0.052926,0.000000,0.095695,0.000000,0.000000,0.103510,0.000000,0.019213,0.037562,0.000000,0.000000,0.000000,0.038132,0.000000,0.053319,0.112687,0.000000,0.000000,0.039193,0.042796,0.279145,0.267261,0.133631,0.105851,0.046524,0.308607,1.000000,0.267001,0.102869,0.000000,0.048795,0.000000,0.000000,0.082849,0.051434,0.045502,0.000000,0.000000,0.000000,0.000000,0.079365,0.000000,0.039676,0.047619,0.043644,0.022043,0.130931,0.111943,0.119523,0.022157,0.047619,0.000000,0.050063,0.035400,0.000000,0.000000,0.019518,0.000000,0.057807,0.041425,0.025198,0.058790,0.182006,0.000000,0.032087,0.000000,0.000000,0.116642,0.000000,0.025898,0.156772,0.090924,0.000000,0.000000,0.000000,0.121523,0.060523,0.021822,0.045751,0.089087,0.115615,0.060523,0.073193,0.043644,0.111359,0.056344,0.109109,0.117655,0.023002,0.030861,0.000000,0.040876,0.053722,0.000000,0.000000,0.000000,0.062994,0.037987,0.054554,0.039193,0.045751,0.026463,0.000000,0.000000,0.000000,0.092524,0.000000,0.054133,0.134687,0.023002,0.030557,0.000000,0.041996,0.036886,0.000000,0.000000,0.000000,0.030861,0.000000,0.000000,0.000000,0.000000,0.000000,0.031415,0.056980,0.000000,0.000000,0.000000,0.000000,0.099223,0.128940,0.169837,0.125988,0.000000,0.000000,0.065795,0.000000,0.000000,0.000000,0.000000,0.054554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019213,0.050735,0.000000,0.000000,0.047619
0.136279,0.076790,0.065334,0.050809,0.088302,0.000000,0.051952,0.022309,0.037094,0.023057,0.060363,0.019118,0.038236,0.175323,0.070175,0.188523,0.118470,0.132453,0.115286,0.107114,0.133628,0.112480,0.186851,0.217195,0.070613,0.093659,0.137348,0.089984,0.195646,0.202927,0.249756,0.296755,0.326077,0.135185,0.267001,1.000000,0.234320,0.239182,0.205196,0.111694,0.166924,0.232269,0.180246,0.111618,0.051299,0.059990,0.000000,0.163039,0.200250,0.000000,0.076472,0.116813,0.015294,0.115872,0.091766,0.164763,0.041885,0.108704,0.116813,0.080708,0.000000,0.000000,0.015610,0.000000,0.109438,0.060248,0.020258,0.058067,0.052981,0.109878,0.175400,0.037094,0.056223,0.000000,0.000000,0.040876,0.000000,0.036302,0.000000,0.063727,0.062439,0.041371,0.018685,0.127759,0.127257,0.061178,0.040082,0.109268,0.081032,0.021209,0.145347,0.015294,0.265366,0.019745,0.076472,0.115446,0.080608,0.118962,0.018025,0.028649,0.131783,0.019118,0.000000,0.000000,0.110378,0.039936,0.038236,0.123613,0.208427,0.074189,0.081519,0.033375,0.076472,0.056742,0.019118,0.075881,0.082599,0.048365,0.021416,0.000000,0.029434,0.090483,0.054841,0.042749,0.000000,0.075703,0.025491,0.027037,0.043019,0.061486,0.051299,0.060550,0.066560,0.022076,0.042419,0.044151,0.044151,0.114250,0.075309,0.041204,0.115897,0.054582,0.062439,0.161400,0.048365,0.000000,0.062439,0.044151,0.095590,0.023057,0.057807,0.061314,0.032424,0.018025,0.028904,0.073530,0.026932,0.026669,0.000000,0.000000,0.000000
0.123542,0.107583,0.060412,0.000000,0.000000,0.000000,0.026688,0.000000,0.057166,0.000000,0.082690,0.000000,0.000000,0.149071,0.054074,0.062257,0.060858,0.068041,0.071067,0.034752,0.164747,0.092450,0.143978,0.000000,0.048365,0.144338,0.211667,0.184900,0.150756,0.144338,0.096225,0.171499,0.251259,0.041667,0.102869,0.234320,1.000000,0.196589,0.263523,0.043033,0.171499,0.313206,0.222222,0.196589,0.052705,0.092450,0.086066,0.050252,0.205738,0.000000,0.128565,0.068579,0.047140,0.095238,0.000000,0.096730,0.000000,0.119660,0.102869,0.033168,0.000000,0.000000,0.000000,0.000000,0.063246,0.030949,0.062439,0.044744,0.054433,0.021167,0.122868,0.000000,0.034658,0.000000,0.026189,0.062994,0.000000,0.055945,0.000000,0.039284,0.032075,0.042505,0.028796,0.168763,0.196116,0.188562,0.074125,0.000000,0.124878,0.000000,0.000000,0.000000,0.024056,0.000000,0.117851,0.127082,0.024845,0.066667,0.000000,0.110378,0.058026,0.000000,0.000000,0.000000,0.204124,0.082061,0.058926,0.084667,0.123542,0.000000,0.050252,0.051434,0.000000,0.024984,0.000000,0.087706,0.218218,0.000000,0.066010,0.000000,0.045361,0.039841,0.028172,0.000000,0.000000,0.066667,0.078567,0.083333,0.026519,0.023689,0.052705,0.084831,0.102576,0.000000,0.065372,0.000000,0.000000,0.091863,0.123797,0.056445,0.153093,0.000000,0.000000,0.142134,0.074536,0.142134,0.096225,0.136083,0.117851,0.213201,0.089087,0.125988,0.024984,0.000000,0.029696,0.000000,0.062257,0.054800,0.094281,0.000000,0.051434
0.000000,0.000000,0.017815,0.039583,0.000000,0.000000,0.000000,0.030415,0.000000,0.062869,0.000000,0.000000,0.052129,0.000000,0.000000,0.000000,0.000000,0.060193,0.062869,0.030744,0.054654,0.061340,0.127370,0.000000,0.042786,0.085126,0.112351,0.122679,0.088911,0.085126,0.212814,0.101144,0.222277,0.000000,0.000000,0.239182,0.196589,1.000000,0.373002,0.114208,0.202289,0.257287,0.098295,0.086957,0.000000,0.081786,0.000000,0.044455,0.075836,0.000000,0.018956,0.060669,0.166812,0.084253,0.041703,0.064179,0.000000,0.084686,0.045502,0.029342,0.095673,0.000000,0.042563,0.046625,0.037300,0.054759,0.055237,0.019791,0.048154,0.000000,0.021739,0.101144,0.015330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017376,0.056750,0.018801,0.050948,0.066354,0.057831,0.041703,0.000000,0.042563,0.000000,0.000000,0.000000,0.041703,0.000000,0.053838,0.000000,0.022485,0.000000,0.029488,0.000000,0.000000,0.025666,0.000000,0.000000,0.052129,0.060193,0.000000,0.000000,0.000000,0.043716,0.000000,0.000000,0.000000,0.052129,0.000000,0.052129,0.000000,0.032174,0.000000,0.000000,0.000000,0.000000,0.035245,0.024922,0.023313,0.000000,0.000000,0.000000,0.000000,0.000000,0.020956,0.046625,0.045028,0.054447,0.060193,0.057831,0.060193,0.060193,0.040633,0.123207,0.074901,0.015048,0.049609,0.085126,0.000000,0.065938,0.062869,0.042563,0.000000,0.000000,0.062869,0.039406,0.000000,0.066307,0.098295,0.078811,0.057283,0.018359,0.000000,0.041703,0.000000,0.000000
0.023440,0.122474,0.019104,0.127343,0.064550,0.000000,0.000000,0.000000,0.000000,0.134840,0.078446,0.000000,0.111803,0.088388,0.051299,0.118125,0.076980,0.064550,0.067420,0.082423,0.175830,0.087706,0.218543,0.115470,0.091766,0.182574,0.200805,0.219265,0.190693,0.182574,0.182574,0.162698,0.286039,0.079057,0.048795,0.205196,0.263523,0.373002,1.000000,0.081650,0.271163,0.318357,0.263523,0.233126,0.050000,0.131559,0.000000,0.143019,0.227710,0.050000,0.142295,0.227710,0.178885,0.180702,0.044721,0.137649,0.081650,0.113519,0.146385,0.047199,0.000000,0.000000,0.091287,0.050000,0.000000,0.117444,0.088852,0.021224,0.025820,0.080322,0.093250,0.108465,0.032880,0.064550,0.024845,0.059761,0.000000,0.026537,0.000000,0.037268,0.030429,0.060486,0.054636,0.142314,0.124035,0.044721,0.046881,0.182574,0.029617,0.000000,0.000000,0.089443,0.022822,0.115470,0.111803,0.144673,0.023570,0.158114,0.000000,0.020943,0.000000,0.000000,0.000000,0.055902,0.258199,0.000000,0.055902,0.080322,0.187523,0.027116,0.095346,0.048795,0.055902,0.023702,0.111803,0.083205,0.069007,0.094281,0.031311,0.000000,0.000000,0.075593,0.080178,0.075000,0.000000,0.031623,0.000000,0.000000,0.075473,0.112367,0.075000,0.048287,0.038925,0.064550,0.062017,0.064550,0.064550,0.217872,0.190847,0.133870,0.145237,0.088666,0.091287,0.134840,0.141421,0.067420,0.136931,0.129099,0.167705,0.134840,0.126773,0.179284,0.094809,0.158114,0.112687,0.092144,0.059062,0.051988,0.134164,0.000000,0.000000
0.000000,0.150000,0.031197,0.034658,0.000000,0.000000,0.000000,0.053262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016075,0.000000,0.000000,0.000000,0.013460,0.095709,0.107417,0.133830,0.000000,0.056195,0.111803,0.032791,0.035806,0.077850,0.111803,0.074536,0.177123,0.194625,0.000000,0.000000,0.111694,0.043033,0.114208,0.081650,1.000000,0.177123,0.155963,0.086066,0.190347,0.000000,0.071611,0.000000,0.155700,0.159364,0.000000,0.066391,0.066402,0.000000,0.036886,0.000000,0.056195,0.000000,0.018538,0.079682,0.012846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063246,0.000000,0.057104,0.000000,0.053692,0.052705,0.060858,0.000000,0.000000,0.021668,0.000000,0.000000,0.000000,0.016462,0.000000,0.014525,0.000000,0.000000,0.000000,0.037268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052705,0.000000,0.045644,0.000000,0.019139,0.000000,0.000000,0.079682,0.000000,0.000000,0.000000,0.067937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041082,0.000000,0.000000,0.052568,0.000000,0.000000,0.000000,0.000000,0.000000,0.047438,0.011987,0.000000,0.000000,0.014479,0.000000,0.110096,0.115470,0.000000,0.074536,0.105409,0.136931,0.055048,0.069007,0.097590,0.058058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.025425,0.110702,0.020721,0.023020,0.000000,0.000000,0.027462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055641,0.021354,0.000000,0.070014,0.073127,0.035760,0.105952,0.071348,0.088891,0.000000,0.049767,0.099015,0.087121,0.142695,0.103418,0.099015,0.148522,0.058824,0.258544,0.000000,0.000000,0.166924,0.171499,0.202289,0.271163,0.177123,1.000000,0.345307,0.171499,0.404577,0.108465,0.000000,0.000000,0.155126,0.246986,0.000000,0.022049,0.017642,0.000000,0.097999,0.000000,0.174185,0.000000,0.049252,0.105851,0.034129,0.055641,0.078689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056011,0.000000,0.000000,0.000000,0.053495,0.000000,0.026948,0.000000,0.000000,0.028784,0.000000,0.000000,0.000000,0.000000,0.000000,0.077180,0.134535,0.048507,0.025425,0.049507,0.032125,0.067267,0.027116,0.048507,0.000000,0.000000,0.000000,0.000000,0.000000,0.034300,0.000000,0.022716,0.029854,0.000000,0.000000,0.000000,0.210042,0.084440,0.060634,0.000000,0.025425,0.000000,0.051709,0.052926,0.000000,0.000000,0.000000,0.000000,0.000000,0.025565,0.000000,0.000000,0.000000,0.000000,0.028989,0.000000,0.000000,0.000000,0.080845,0.000000,0.109150,0.000000,0.027116,0.087290,0.000000,0.000000,0.000000,0.000000,0.000000,0.078772,0.000000,0.014520,0.000000,0.038469,0.000000,0.000000,0.076696,0.146254,0.000000,0.000000,0.060634,0.146254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097014,0.000000,0.000000
0.099499,0.147298,0.064874,0.063063,0.027400,0.000000,0.021494,0.000000,0.023020,0.085855,0.066597,0.000000,0.071187,0.112556,0.043550,0.075212,0.065352,0.082199,0.085855,0.146943,0.232199,0.130302,0.208725,0.024507,0.116858,0.135622,0.170474,0.186145,0.202361,0.154997,0.174371,0.161143,0.263070,0.033558,0.082849,0.232269,0.313206,0.257287,0.318357,0.155963,0.345307,1.000000,0.268462,0.237496,0.148567,0.055844,0.034658,0.242833,0.352110,0.021224,0.112173,0.103562,0.037966,0.182171,0.018983,0.223978,0.069317,0.134921,0.124274,0.086817,0.043550,0.030795,0.038749,0.021224,0.084895,0.074778,0.100575,0.027027,0.076720,0.017047,0.098957,0.046041,0.104675,0.000000,0.010546,0.076102,0.000000,0.067587,0.068190,0.039548,0.025833,0.068466,0.092766,0.173675,0.131625,0.075933,0.089549,0.135622,0.125719,0.026325,0.042448,0.037966,0.019375,0.024507,0.094916,0.133055,0.020010,0.067116,0.000000,0.035559,0.023367,0.000000,0.000000,0.047458,0.246598,0.082614,0.047458,0.034095,0.099499,0.034531,0.060708,0.062137,0.047458,0.050305,0.047458,0.058864,0.102521,0.070035,0.039873,0.034095,0.054800,0.064175,0.045378,0.053060,0.000000,0.013423,0.094916,0.067116,0.074752,0.047697,0.106119,0.095651,0.057830,0.027400,0.026325,0.054800,0.027400,0.135640,0.124631,0.062507,0.143849,0.052691,0.038749,0.057236,0.120060,0.114473,0.077498,0.054800,0.118645,0.114473,0.071750,0.076102,0.040244,0.044744,0.023917,0.013038,0.025071,0.022067,0.094916,0.000000,0.000000
0.024708,0.129099,0.040275,0.067116,0.000000,0.000000,0.053376,0.000000,0.000000,0.000000,0.041345,0.000000,0.000000,0.074536,0.054074,0.103762,0.121716,0.068041,0.071067,0.069505,0.123560,0.092450,0.143978,0.000000,0.072548,0.096225,0.127000,0.092450,0.201008,0.144338,0.048113,0.171499,0.100504,0.041667,0.051434,0.180246,0.222222,0.098295,0.263523,0.086066,0.171499,0.268462,1.000000,0.147442,0.105409,0.092450,0.086066,0.150756,0.222883,0.000000,0.085710,0.068579,0.094281,0.071429,0.000000,0.096730,0.000000,0.071796,0.154303,0.033168,0.000000,0.000000,0.048113,0.000000,0.042164,0.000000,0.093659,0.000000,0.136083,0.000000,0.049147,0.000000,0.103975,0.068041,0.078567,0.062994,0.000000,0.083918,0.042333,0.078567,0.032075,0.085010,0.000000,0.187515,0.196116,0.164992,0.098833,0.048113,0.031220,0.000000,0.000000,0.047140,0.000000,0.000000,0.117851,0.127082,0.024845,0.066667,0.000000,0.066227,0.058026,0.058926,0.000000,0.000000,0.136083,0.082061,0.058926,0.000000,0.049417,0.000000,0.000000,0.000000,0.000000,0.024984,0.000000,0.058471,0.109109,0.024845,0.132020,0.042333,0.045361,0.039841,0.056344,0.026352,0.000000,0.033333,0.000000,0.000000,0.000000,0.023689,0.079057,0.186628,0.041030,0.000000,0.000000,0.000000,0.000000,0.061242,0.030949,0.042333,0.068041,0.037385,0.000000,0.142134,0.149071,0.000000,0.096225,0.136083,0.176777,0.071067,0.089087,0.125988,0.049969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100504,0.000000
0.065575,0.209381,0.053444,0.019791,0.000000,0.000000,0.023610,0.030415,0.000000,0.000000,0.054864,0.000000,0.000000,0.082423,0.047836,0.036717,0.035892,0.000000,0.000000,0.015372,0.127526,0.020447,0.101896,0.053838,0.042786,0.127688,0.074901,0.163572,0.088911,0.212814,0.127688,0.050572,0.222277,0.036860,0.045502,0.111618,0.196589,0.086957,0.233126,0.190347,0.404577,0.237496,0.147442,1.000000,0.093250,0.040893,0.076139,0.088911,0.242675,0.000000,0.170603,0.000000,0.041703,0.105316,0.000000,0.106966,0.000000,0.042343,0.045502,0.044013,0.000000,0.033826,0.000000,0.000000,0.000000,0.027379,0.055237,0.059374,0.048154,0.000000,0.021739,0.000000,0.015330,0.000000,0.023168,0.111456,0.000000,0.049492,0.000000,0.017376,0.113501,0.056403,0.000000,0.165885,0.115663,0.083406,0.065575,0.042563,0.027618,0.000000,0.000000,0.000000,0.000000,0.000000,0.104257,0.134908,0.021979,0.029488,0.000000,0.058587,0.051333,0.000000,0.000000,0.000000,0.240772,0.000000,0.052129,0.000000,0.021858,0.000000,0.000000,0.000000,0.000000,0.044205,0.000000,0.051726,0.096523,0.000000,0.087594,0.000000,0.000000,0.035245,0.000000,0.000000,0.000000,0.088465,0.000000,0.000000,0.046919,0.020956,0.023313,0.105064,0.036298,0.060193,0.057831,0.120386,0.060193,0.081267,0.027379,0.074901,0.075241,0.000000,0.000000,0.000000,0.065938,0.062869,0.000000,0.000000,0.052129,0.062869,0.000000,0.000000,0.044205,0.049147,0.026270,0.000000,0.036717,0.024239,0.083406,0.000000,0.000000
0.070321,0.163299,0.095520,0.106119,0.032275,0.000000,0.126592,0.032616,0.000000,0.067420,0.137281,0.000000,0.055902,0.088388,0.000000,0.078750,0.153960,0.000000,0.000000,0.082423,0.019537,0.021926,0.054636,0.000000,0.091766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051299,0.052705,0.000000,0.050000,0.000000,0.108465,0.148567,0.105409,0.093250,1.000000,0.087706,0.122474,0.000000,0.227710,0.050000,0.101639,0.081325,0.089443,0.045175,0.000000,0.022942,0.122474,0.113519,0.000000,0.047199,0.000000,0.000000,0.045644,0.000000,0.020000,0.058722,0.059235,0.042448,0.077460,0.080322,0.023313,0.000000,0.115079,0.000000,0.049690,0.000000,0.000000,0.079612,0.000000,0.055902,0.030429,0.080648,0.027318,0.142314,0.062017,0.089443,0.046881,0.136931,0.088852,0.000000,0.025000,0.044721,0.022822,0.115470,0.000000,0.024112,0.000000,0.031623,0.000000,0.062828,0.137620,0.000000,0.000000,0.055902,0.000000,0.077850,0.055902,0.080322,0.070321,0.027116,0.095346,0.048795,0.055902,0.071107,0.055902,0.027735,0.103510,0.117851,0.062622,0.000000,0.043033,0.075593,0.026726,0.075000,0.000000,0.094868,0.223607,0.158114,0.100631,0.112367,0.075000,0.225338,0.097312,0.000000,0.000000,0.000000,0.000000,0.029050,0.102764,0.053548,0.177512,0.070933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059761,0.000000,0.000000,0.000000,0.000000,0.039375,0.051988,0.000000,0.000000,0.000000
0.061676,0.089514,0.033511,0.093073,0.028307,0.000000,0.044412,0.028606,0.000000,0.177394,0.068802,0.000000,0.147087,0.077522,0.000000,0.086335,0.033758,0.000000,0.000000,0.028916,0.068539,0.038462,0.143756,0.000000,0.120727,0.080064,0.035223,0.038462,0.041812,0.000000,0.080064,0.095130,0.167248,0.000000,0.000000,0.059990,0.092450,0.081786,0.131559,0.071611,0.000000,0.055844,0.092450,0.040893,0.087706,1.000000,0.501280,0.083624,0.228246,0.000000,0.071315,0.057061,0.078446,0.019811,0.000000,0.060363,0.071611,0.099563,0.042796,0.041396,0.000000,0.000000,0.040032,0.000000,0.017541,0.025751,0.051952,0.148916,0.045291,0.158506,0.061340,0.000000,0.028837,0.000000,0.196116,0.000000,0.000000,0.069824,0.000000,0.081715,0.026688,0.088416,0.023959,0.093613,0.054393,0.058835,0.000000,0.080064,0.051952,0.000000,0.000000,0.000000,0.080064,0.050637,0.000000,0.063443,0.020672,0.000000,0.000000,0.110208,0.072421,0.000000,0.000000,0.098058,0.000000,0.000000,0.049029,0.070447,0.102793,0.023783,0.083624,0.042796,0.000000,0.000000,0.000000,0.024325,0.060523,0.124035,0.082385,0.000000,0.000000,0.033150,0.023440,0.065779,0.000000,0.055470,0.000000,0.000000,0.088259,0.098552,0.021926,0.070584,0.034139,0.000000,0.000000,0.000000,0.000000,0.050956,0.064378,0.070447,0.113228,0.046659,0.000000,0.118262,0.062017,0.000000,0.080064,0.113228,0.098058,0.059131,0.074125,0.157243,0.020788,0.000000,0.000000,0.000000,0.000000,0.045596,0.000000,0.000000,0.000000
0.038278,0.066667,0.031197,0.000000,0.000000,0.000000,0.041345,0.000000,0.000000,0.110096,0.048038,0.000000,0.091287,0.115470,0.000000,0.000000,0.015713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086066,0.000000,0.000000,0.000000,0.000000,0.034658,0.086066,0.076139,0.122474,0.501280,1.000000,0.194625,0.119523,0.081650,0.049793,0.000000,0.073030,0.036886,0.000000,0.037463,0.066667,0.037075,0.000000,0.025692,0.000000,0.000000,0.000000,0.000000,0.000000,0.023973,0.145095,0.034658,0.042164,0.065583,0.000000,0.000000,0.026846,0.000000,0.223146,0.000000,0.000000,0.043335,0.000000,0.030429,0.049690,0.098773,0.089220,0.116199,0.101274,0.146059,0.076556,0.000000,0.145095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068399,0.089893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022140,0.077850,0.079682,0.091287,0.019353,0.000000,0.000000,0.112687,0.038490,0.204524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051640,0.000000,0.000000,0.000000,0.036699,0.040825,0.144562,0.063564,0.000000,0.000000,0.000000,0.000000,0.000000,0.023973,0.098374,0.052705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032150,0.000000,0.000000,0.000000,0.000000
0.044699,0.038925,0.036430,0.000000,0.000000,0.000000,0.024140,0.000000,0.000000,0.064282,0.000000,0.000000,0.053300,0.050565,0.000000,0.000000,0.000000,0.061546,0.064282,0.031435,0.055882,0.104530,0.078140,0.000000,0.021874,0.174078,0.038292,0.000000,0.136364,0.087039,0.043519,0.103418,0.136364,0.000000,0.000000,0.163039,0.050252,0.044455,0.143019,0.155700,0.155126,0.242833,0.150756,0.088911,0.000000,0.083624,0.194625,1.000000,0.186097,0.047673,0.038764,0.031016,0.000000,0.172292,0.000000,0.284361,0.038925,0.043295,0.139573,0.015001,0.000000,0.000000,0.000000,0.000000,0.057208,0.027995,0.084717,0.000000,0.000000,0.019146,0.044455,0.000000,0.031350,0.000000,0.023689,0.000000,0.000000,0.000000,0.038292,0.017767,0.000000,0.038447,0.078140,0.016961,0.059131,0.042640,0.044699,0.174078,0.084717,0.000000,0.023837,0.000000,0.000000,0.000000,0.000000,0.022990,0.000000,0.030151,0.050252,0.000000,0.026243,0.000000,0.000000,0.000000,0.061546,0.074227,0.000000,0.000000,0.089398,0.000000,0.045455,0.093048,0.053300,0.000000,0.000000,0.026444,0.000000,0.000000,0.059708,0.038292,0.000000,0.000000,0.025482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030693,0.000000,0.000000,0.000000,0.000000,0.000000,0.096942,0.000000,0.012764,0.000000,0.016908,0.000000,0.000000,0.134840,0.000000,0.043519,0.000000,0.106600,0.000000,0.040291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.152503,0.179284,0.136720,0.144986,0.073493,0.017642,0.049417,0.084881,0.052926,0.109659,0.159491,0.036370,0.090924,0.172516,0.083438,0.224152,0.162770,0.041996,0.043863,0.091161,0.139816,0.099857,0.213276,0.018781,0.126869,0.103935,0.091451,0.142653,0.170589,0.163326,0.148478,0.141135,0.170589,0.064293,0.079365,0.200250,0.205738,0.075836,0.227710,0.159364,0.246986,0.352110,0.222883,0.242675,0.227710,0.228246,0.119523,0.186097,1.000000,0.032530,0.271119,0.148148,0.058191,0.146956,0.072739,0.223887,0.119523,0.184639,0.079365,0.081887,0.000000,0.023600,0.089087,0.000000,0.091084,0.085960,0.096346,0.069041,0.075593,0.137176,0.174423,0.000000,0.096262,0.020998,0.064657,0.097202,0.000000,0.094958,0.039193,0.103047,0.049493,0.104939,0.088865,0.208326,0.161394,0.138205,0.091502,0.193022,0.115615,0.020174,0.032530,0.043644,0.118783,0.112687,0.090924,0.203936,0.046004,0.113156,0.017145,0.190754,0.071629,0.000000,0.024246,0.090924,0.188982,0.050649,0.054554,0.104515,0.144878,0.061747,0.186097,0.158730,0.072739,0.100235,0.018185,0.054133,0.123463,0.184017,0.091670,0.013064,0.055995,0.073771,0.086940,0.121988,0.000000,0.123443,0.072739,0.051434,0.114573,0.153522,0.089458,0.178020,0.088636,0.020998,0.020174,0.041996,0.020998,0.099223,0.081185,0.104515,0.225729,0.092298,0.029696,0.043863,0.092009,0.043863,0.044544,0.041996,0.090924,0.087727,0.068732,0.116642,0.023131,0.000000,0.009164,0.039966,0.032022,0.042279,0.058191,0.015508,0.095238
