# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50
0.864162,0.862179,0.847458,0.849057,0.873754,0.861183,0.863415,0.831169,0.867470,0.854749,0.000000,0.864952,0.878788,0.841176,0.876972,0.853591,0.862259,0.846575,0.875354,0.873973,0.870968,0.890306,0.852113,0.888889,0.864023,0.894459,0.844156,0.887701,0.843836,0.885794,0.852713,0.842262,0.836412,0.894595,0.879880,0.872222,0.868984,0.856459,0.864322,0.874674,0.898017,0.854111,0.885787,0.921965,0.883117,0.900000,0.882236,0.920455,0.920863,0.849582
0.905797,0.852174,0.903114,0.891089,0.882883,0.882540,0.887240,0.893004,0.877953,0.907534,0.864952,0.000000,0.855072,0.902174,0.900415,0.909091,0.881944,0.873720,0.907143,0.900344,0.888514,0.900958,0.888268,0.951482,0.872727,0.906667,0.883281,0.883162,0.870307,0.919580,0.913846,0.875472,0.881789,0.922034,0.867470,0.882979,0.882155,0.903683,0.912651,0.930818,0.920290,0.914013,0.945455,0.943820,0.937304,0.928814,0.938914,0.937500,0.944118,0.889655
0.897833,0.891986,0.885886,0.879310,0.917563,0.875346,0.885714,0.886207,0.884868,0.879880,0.878788,0.855072,0.000000,0.894737,0.888502,0.907514,0.887574,0.877193,0.899083,0.900000,0.886628,0.885154,0.892157,0.937650,0.893617,0.902299,0.869806,0.891813,0.877551,0.896657,0.884932,0.882540,0.899183,0.912281,0.894737,0.914706,0.868035,0.916462,0.902116,0.905556,0.916923,0.893557,0.942105,0.946708,0.934959,0.933718,0.921649,0.941358,0.941026,0.916427
0.864238,0.882784,0.863492,0.877976,0.896947,0.873926,0.878706,0.884892,0.875862,0.878505,0.841176,0.902174,0.894737,0.000000,0.891304,0.887195,0.883077,0.858462,0.898413,0.902736,0.885542,0.900000,0.871465,0.922306,0.864078,0.895210,0.874644,0.887538,0.879518,0.892405,0.877493,0.892157,0.863372,0.895385,0.893836,0.911315,0.889881,0.882507,0.904632,0.895652,0.899351,0.902299,0.922438,0.933993,0.911175,0.927928,0.914894,0.903654,0.930481,0.879630
0.831418,0.873418,0.844765,0.873754,0.874439,0.836066,0.878338,0.880658,0.879377,0.870175,0.876972,0.900415,0.888502,0.891304,0.000000,0.868512,0.863636,0.878788,0.888489,0.874564,0.874576,0.901899,0.870423,0.876791,0.840741,0.900332,0.884375,0.913907,0.871622,0.897527,0.862620,0.876866,0.875796,0.881533,0.895349,0.868327,0.872054,0.910615,0.844444,0.886364,0.876866,0.890323,0.920000,0.882353,0.875000,0.914966,0.897196,0.914498,0.919403,0.863636
0.848101,0.852113,0.851515,0.875706,0.872727,0.875000,0.861979,0.874150,0.891374,0.879412,0.853591,0.909091,0.907514,0.887195,0.868512,0.000000,0.825688,0.833333,0.864198,0.911681,0.860058,0.911528,0.858561,0.894608,0.892857,0.919668,0.899471,0.900568,0.899160,0.912023,0.881402,0.885449,0.865014,0.879056,0.890323,0.867868,0.883853,0.888614,0.872000,0.889503,0.878505,0.864789,0.867403,0.911392,0.864023,0.881657,0.886792,0.926606,0.897906,0.860534
0.839744,0.855124,0.857576,0.858790,0.880000,0.861878,0.855263,0.880952,0.876221,0.885294,0.862259,0.881944,0.887574,0.883077,0.863636,0.825688,0.000000,0.818182,0.877301,0.888889,0.872464,0.874652,0.846348,0.871859,0.865031,0.885057,0.875000,0.896848,0.889205,0.885196,0.871585,0.877743,0.851541,0.868263,0.867550,0.863636,0.822823,0.862595,0.840220,0.876404,0.852564,0.854286,0.888283,0.875000,0.833333,0.857143,0.857451,0.877814,0.891534,0.863095
0.840125,0.843206,0.843844,0.858757,0.871429,0.849315,0.869898,0.857627,0.875796,0.858407,0.846575,0.873720,0.877193,0.858462,0.878788,0.833333,0.818182,0.000000,0.859756,0.862170,0.862464,0.868132,0.849383,0.914489,0.868263,0.878187,0.889474,0.899160,0.876056,0.871257,0.837017,0.866873,0.864130,0.887608,0.870968,0.853293,0.843931,0.839286,0.871053,0.872928,0.884146,0.867036,0.902375,0.902821,0.884932,0.905983,0.883576,0.927928,0.902314,0.872832
0.880259,0.907801,0.882353,0.888889,0.885496,0.881356,0.882667,0.897887,0.865517,0.869159,0.875354,0.907143,0.899083,0.898413,0.888489,0.864198,0.877301,0.859756,0.000000,0.862500,0.873112,0.894587,0.883838,0.938725,0.831683,0.889552,0.888268,0.905045,0.890533,0.910494,0.894150,0.882353,0.883853,0.909639,0.894915,0.891975,0.870871,0.894872,0.917112,0.902857,0.889610,0.870968,0.931880,0.938111,0.918079,0.925373,0.926778,0.922330,0.922460,0.900901
0.885449,0.930233,0.887240,0.896359,0.887273,0.894879,0.886889,0.887755,0.889968,0.887906,0.873973,0.900344,0.900000,0.902736,0.874564,0.911681,0.888889,0.862170,0.862500,0.000000,0.871720,0.904632,0.876847,0.945755,0.901493,0.897143,0.889488,0.908832,0.888571,0.907738,0.898123,0.894410,0.885246,0.884273,0.899676,0.886567,0.895184,0.901235,0.894459,0.903581,0.890966,0.897790,0.931579,0.930818,0.927027,0.946479,0.933198,0.942073,0.936224,0.895349
0.878419,0.870307,0.867257,0.861582,0.866906,0.852055,0.886650,0.864865,0.882540,0.877907,0.870968,0.888514,0.886628,0.885542,0.874576,0.860058,0.872464,0.862464,0.873112,0.871720,0.000000,0.861496,0.868613,0.919431,0.861027,0.884181,0.862162,0.883191,0.891365,0.903790,0.864865,0.873457,0.866848,0.874269,0.909375,0.892754,0.894737,0.892683,0.888312,0.894022,0.916914,0.885246,0.938619,0.935976,0.908602,0.930168,0.899384,0.921212,0.916031,0.875723
0.886957,0.901587,0.888579,0.888298,0.892617,0.845745,0.906699,0.856678,0.887879,0.916216,0.890306,0.900958,0.885154,0.900000,0.901899,0.911528,0.874652,0.868132,0.894587,0.904632,0.861496,0.000000,0.865248,0.939189,0.892655,0.897849,0.861619,0.897019,0.883784,0.910864,0.873057,0.879056,0.886598,0.895028,0.923077,0.909341,0.881081,0.880668,0.884131,0.871658,0.898551,0.880952,0.908629,0.929412,0.920513,0.915531,0.908911,0.924638,0.927007,0.899183
0.847368,0.860399,0.847328,0.859903,0.883721,0.875576,0.859375,0.890411,0.859079,0.870968,0.852113,0.888268,0.892157,0.871465,0.870423,0.858561,0.846348,0.849383,0.883838,0.876847,0.868613,0.865248,0.000000,0.885350,0.890547,0.865526,0.860465,0.875610,0.885442,0.887500,0.854801,0.869792,0.845606,0.873449,0.897098,0.880893,0.880383,0.877682,0.854839,0.874704,0.887179,0.830882,0.914798,0.911458,0.892774,0.900243,0.869159,0.898964,0.897550,0.869136
0.879896,0.913889,0.900990,0.923256,0.925501,0.901376,0.901532,0.946809,0.927083,0.912195,0.888889,0.951482,0.937650,0.922306,0.876791,0.894608,0.871859,0.914489,0.938725,0.945755,0.919431,0.939189,0.885350,0.000000,0.910224,0.931925,0.928731,0.923810,0.937355,0.933985,0.901602,0.913043,0.898383,0.932854,0.940415,0.889447,0.904535,0.915612,0.851765,0.893365,0.921320,0.914153,0.908046,0.876374,0.857843,0.878481,0.871212,0.905263,0.856471,0.885856
0.848684,0.893617,0.866460,0.860534,0.874525,0.847262,0.877984,0.875887,0.851724,0.870769,0.864023,0.872727,0.893617,0.864078,0.840741,0.892857,0.865031,0.868263,0.831683,0.901493,0.861027,0.892655,0.890547,0.910224,0.000000,0.860606,0.857955,0.883234,0.901449,0.880878,0.870423,0.869281,0.878873,0.900901,0.888889,0.872671,0.895349,0.881748,0.903485,0.848665,0.918750,0.872464,0.926829,0.928571,0.878261,0.935673,0.897655,0.919872,0.917553,0.885542
0.878049,0.907285,0.905714,0.901639,0.913495,0.905759,0.911111,0.901639,0.896226,0.896848,0.894459,0.906667,0.902299,0.895210,0.900332,0.919668,0.885057,0.878187,0.889552,0.897143,0.884181,0.897849,0.865526,0.931925,0.860606,0.000000,0.923077,0.904762,0.915301,0.906706,0.891534,0.906907,0.910995,0.909091,0.905660,0.892442,0.885154,0.903148,0.910714,0.896739,0.900302,0.884932,0.943878,0.942249,0.911290,0.917847,0.919192,0.917683,0.926768,0.910112
0.880682,0.887500,0.873278,0.873684,0.892508,0.843750,0.874699,0.896024,0.884615,0.870879,0.844156,0.883281,0.869806,0.874644,0.884375,0.899471,0.875000,0.889474,0.888268,0.889488,0.862162,0.861619,0.860465,0.928731,0.857955,0.923077,0.000000,0.866848,0.877984,0.919137,0.876263,0.876081,0.895000,0.897849,0.912791,0.917553,0.875332,0.906393,0.911058,0.897959,0.919668,0.884021,0.908189,0.937500,0.919799,0.934726,0.904297,0.923729,0.928741,0.910526
0.883792,0.880137,0.888889,0.891667,0.864964,0.859890,0.885496,0.878378,0.866450,0.892754,0.887701,0.883162,0.891813,0.887538,0.913907,0.900568,0.896848,0.899160,0.905045,0.908832,0.883191,0.897019,0.875610,0.923810,0.883234,0.904762,0.866848,0.000000,0.896359,0.892857,0.887701,0.906061,0.877717,0.905172,0.883495,0.901163,0.911846,0.902439,0.892950,0.874302,0.896024,0.905149,0.929688,0.908228,0.907609,0.920228,0.893971,0.903427,0.928934,0.884058
0.885886,0.882550,0.868035,0.868715,0.887719,0.843407,0.881612,0.865772,0.883281,0.881844,0.843836,0.870307,0.877551,0.879518,0.871622,0.899160,0.889205,0.876056,0.890533,0.888571,0.891365,0.883784,0.885442,0.937355,0.901449,0.915301,0.877984,0.896359,0.000000,0.901163,0.871658,0.874233,0.864499,0.887931,0.867742,0.893372,0.873596,0.898551,0.891753,0.900538,0.877676,0.879781,0.928021,0.949102,0.920635,0.912429,0.915323,0.934524,0.930000,0.879656
0.899054,0.889286,0.893617,0.893064,0.931159,0.869688,0.886544,0.902778,0.889632,0.910714,0.885794,0.919580,0.896657,0.892405,0.897527,0.912023,0.885196,0.871257,0.910494,0.907738,0.903790,0.910864,0.887500,0.933985,0.880878,0.906706,0.919137,0.892857,0.901163,0.000000,0.888889,0.904762,0.891061,0.900602,0.917763,0.912913,0.895044,0.887179,0.920635,0.894286,0.901274,0.903955,0.949468,0.935275,0.915730,0.935484,0.890323,0.912621,0.923077,0.878419
0.867435,0.873016,0.879121,0.864362,0.881188,0.872774,0.863415,0.875000,0.867470,0.870523,0.852713,0.913846,0.884932,0.877493,0.862620,0.881402,0.871585,0.837017,0.894150,0.898123,0.864865,0.873057,0.854801,0.901602,0.870423,0.891534,0.876263,0.887701,0.871658,0.888889,0.000000,0.862573,0.869231,0.876374,0.893175,0.881543,0.889764,0.880562,0.878412,0.880519,0.910364,0.869110,0.899749,0.928161,0.886010,0.923280,0.873239,0.926554,0.938679,0.874659
0.854237,0.854962,0.853896,0.862385,0.868526,0.858824,0.870879,0.853383,0.865724,0.865815,0.842262,0.875472,0.882540,0.892157,0.876866,0.885449,0.877743,0.866873,0.882353,0.894410,0.873457,0.879056,0.869792,0.913043,0.869281,0.906907,0.876081,0.906061,0.874233,0.904762,0.862573,0.000000,0.844311,0.897196,0.888112,0.882166,0.853583,0.875000,0.878531,0.887574,0.908497,0.867868,0.915254,0.932886,0.890533,0.923547,0.913978,0.902027,0.929539,0.874214
0.859649,0.857143,0.852691,0.872340,0.876254,0.860104,0.845387,0.898148,0.855828,0.866295,0.836412,0.881789,0.899183,0.863372,0.875796,0.865014,0.851541,0.864130,0.883853,0.885246,0.866848,0.886598,0.845606,0.898383,0.878873,0.910995,0.895000,0.877717,0.864499,0.891061,0.869231,0.844311,0.000000,0.893733,0.888889,0.864789,0.846154,0.855422,0.871859,0.870712,0.887608,0.862069,0.910000,0.921283,0.882199,0.877778,0.877016,0.900875,0.899015,0.861111
0.898462,0.888889,0.879880,0.898876,0.890511,0.888283,0.871728,0.920266,0.892857,0.906706,0.894595,0.922034,0.912281,0.895385,0.881533,0.879056,0.868263,0.887608,0.909639,0.884273,0.874269,0.895028,0.873449,0.932854,0.900901,0.909091,0.897849,0.905172,0.887931,0.900602,0.876374,0.897196,0.893733,0.000000,0.891803,0.905605,0.885057,0.900744,0.899736,0.896936,0.907407,0.897222,0.916890,0.916667,0.920765,0.924855,0.906250,0.925234,0.938619,0.897959
0.881944,0.864000,0.880399,0.880503,0.892562,0.902655,0.848397,0.909434,0.886861,0.888525,0.879880,0.867470,0.894737,0.893836,0.895349,0.890323,0.867550,0.870968,0.894915,0.899676,0.909375,0.923077,0.897098,0.940415,0.888889,0.905660,0.912791,0.883495,0.867742,0.917763,0.893175,0.888112,0.888889,0.891803,0.000000,0.890728,0.893082,0.878788,0.898844,0.909091,0.910959,0.882353,0.904762,0.929078,0.908815,0.919614,0.915743,0.923345,0.920228,0.889610
0.890625,0.875887,0.892216,0.878963,0.909420,0.875000,0.867725,0.889655,0.873333,0.876133,0.872222,0.882979,0.914706,0.911315,0.868327,0.867868,0.863636,0.853293,0.891975,0.886567,0.892754,0.909341,0.880893,0.889447,0.872671,0.892442,0.917553,0.901163,0.893372,0.912913,0.881543,0.882166,0.864789,0.905605,0.890728,0.000000,0.864307,0.877551,0.859504,0.870690,0.899687,0.861272,0.889197,0.879599,0.873563,0.881818,0.891720,0.893204,0.901333,0.839009
0.869301,0.879195,0.887931,0.884615,0.888112,0.837466,0.858974,0.873754,0.843648,0.882184,0.868984,0.882155,0.868035,0.889881,0.872054,0.883853,0.822823,0.843931,0.870871,0.895184,0.894737,0.881081,0.880383,0.904535,0.895349,0.885154,0.875332,0.911846,0.873596,0.895044,0.889764,0.853583,0.846154,0.885057,0.893082,0.864307,0.000000,0.882641,0.877604,0.882834,0.878049,0.877049,0.925450,0.910217,0.888587,0.887608,0.895492,0.912121,0.905612,0.870317
0.864362,0.882184,0.872449,0.902381,0.906158,0.893271,0.842593,0.893258,0.903743,0.867347,0.856459,0.903683,0.916462,0.882507,0.910615,0.888614,0.862595,0.839286,0.894872,0.901235,0.892683,0.880668,0.877682,0.915612,0.881748,0.903148,0.906393,0.902439,0.898551,0.887179,0.880562,0.875000,0.855422,0.900744,0.878788,0.877551,0.882641,0.000000,0.882759,0.892857,0.886842,0.890476,0.905093,0.920424,0.895238,0.919118,0.891791,0.916230,0.897494,0.874055
0.867232,0.883077,0.869565,0.873057,0.912226,0.872500,0.866029,0.891566,0.902857,0.879357,0.864322,0.912651,0.902116,0.904632,0.844444,0.872000,0.840220,0.871053,0.917112,0.894459,0.888312,0.884131,0.854839,0.851765,0.903485,0.910714,0.911058,0.892950,0.891753,0.920635,0.878412,0.878531,0.871859,0.899736,0.898844,0.859504,0.877604,0.882759,0.000000,0.856771,0.884831,0.880407,0.876884,0.841945,0.874036,0.881402,0.852525,0.894587,0.891041,0.855978
0.882353,0.900322,0.884181,0.887097,0.909699,0.862434,0.897810,0.891374,0.883077,0.897222,0.874674,0.930818,0.905556,0.895652,0.886364,0.889503,0.876404,0.872928,0.902857,0.903581,0.894022,0.871658,0.874704,0.893365,0.848665,0.896739,0.897959,0.874302,0.900538,0.894286,0.880519,0.887574,0.870712,0.896936,0.909091,0.870690,0.882834,0.892857,0.856771,0.000000,0.884273,0.876676,0.896373,0.909091,0.896825,0.917582,0.872165,0.907738,0.899244,0.866856
0.899023,0.916968,0.879365,0.909091,0.903475,0.888252,0.877049,0.898917,0.857651,0.914373,0.898017,0.920290,0.916923,0.899351,0.876866,0.878505,0.852564,0.884146,0.889610,0.890966,0.916914,0.898551,0.887179,0.921320,0.918750,0.900302,0.919668,0.896024,0.877676,0.901274,0.910364,0.908497,0.887608,0.907407,0.910959,0.899687,0.878049,0.886842,0.884831,0.884273,0.000000,0.861027,0.942149,0.880282,0.900293,0.906832,0.904555,0.909396,0.923706,0.905199
0.869436,0.893548,0.881356,0.881402,0.910000,0.874674,0.865000,0.909091,0.880000,0.888268,0.854111,0.914013,0.893557,0.902299,0.890323,0.864789,0.854286,0.867036,0.870968,0.897790,0.885246,0.880952,0.830882,0.914153,0.872464,0.884932,0.884021,0.905149,0.879781,0.903955,0.869110,0.867868,0.862069,0.897222,0.882353,0.861272,0.877049,0.890476,0.880407,0.876676,0.861027,0.000000,0.893782,0.912651,0.891247,0.881020,0.883910,0.930233,0.907731,0.889197
0.900850,0.923077,0.916667,0.934343,0.932907,0.913151,0.925408,0.943452,0.924638,0.934211,0.885787,0.945455,0.942105,0.922438,0.920000,0.867403,0.888283,0.902375,0.931880,0.931579,0.938619,0.908629,0.914798,0.908046,0.926829,0.943878,0.908189,0.929688,0.928021,0.949468,0.899749,0.915254,0.910000,0.916890,0.904762,0.889197,0.925450,0.905093,0.876884,0.896373,0.942149,0.893782,0.000000,0.881459,0.898964,0.913514,0.909627,0.952514,0.906634,0.888283
0.897260,0.928302,0.905844,0.914634,0.923695,0.924855,0.887324,0.937500,0.933566,0.899351,0.921965,0.943820,0.946708,0.933993,0.882353,0.911392,0.875000,0.902821,0.938111,0.930818,0.935976,0.929412,0.911458,0.876374,0.928571,0.942249,0.937500,0.908228,0.949102,0.935275,0.928161,0.932886,0.921283,0.916667,0.929078,0.879599,0.910217,0.920424,0.841945,0.909091,0.880282,0.912651,0.881459,0.000000,0.834416,0.876254,0.870670,0.892473,0.907781,0.882353
0.865269,0.892857,0.905556,0.910290,0.937908,0.879896,0.886700,0.918750,0.906344,0.871795,0.883117,0.937304,0.934959,0.911175,0.875000,0.864023,0.833333,0.884932,0.918079,0.927027,0.908602,0.920513,0.892774,0.857843,0.878261,0.911290,0.919799,0.907609,0.920635,0.915730,0.886010,0.890533,0.882199,0.920765,0.908815,0.873563,0.888587,0.895238,0.874036,0.896825,0.900293,0.891247,0.898964,0.834416,0.000000,0.833828,0.818182,0.866873,0.837333,0.879213
0.897833,0.895833,0.885886,0.907563,0.929078,0.902703,0.911168,0.926910,0.933962,0.886567,0.900000,0.928814,0.933718,0.927928,0.914966,0.881657,0.857143,0.905983,0.925373,0.946479,0.930168,0.915531,0.900243,0.878481,0.935673,0.917847,0.934726,0.920228,0.912429,0.935484,0.923280,0.923547,0.877778,0.924855,0.919614,0.881818,0.887608,0.919118,0.881402,0.917582,0.906832,0.881020,0.913514,0.876254,0.833828,0.000000,0.848018,0.864238,0.862259,0.874251
0.883772,0.896956,0.901468,0.887295,0.908873,0.866126,0.876448,0.918182,0.899329,0.901879,0.882236,0.938914,0.921649,0.914894,0.897196,0.886792,0.857451,0.883576,0.926778,0.933198,0.899384,0.908911,0.869159,0.871212,0.897655,0.919192,0.904297,0.893971,0.915323,0.890323,0.873239,0.913978,0.877016,0.906250,0.915743,0.891720,0.895492,0.891791,0.852525,0.872165,0.904555,0.883910,0.909627,0.870670,0.818182,0.848018,0.000000,0.867580,0.872510,0.874468
0.884746,0.926199,0.900958,0.926036,0.921569,0.917143,0.910569,0.927536,0.905263,0.894569,0.920455,0.937500,0.941358,0.903654,0.914498,0.926606,0.877814,0.927928,0.922330,0.942073,0.921212,0.924638,0.898964,0.905263,0.919872,0.917683,0.923729,0.903427,0.934524,0.912621,0.926554,0.902027,0.900875,0.925234,0.923345,0.893204,0.912121,0.916230,0.894587,0.907738,0.909396,0.930233,0.952514,0.892473,0.866873,0.864238,0.867580,0.000000,0.881159,0.899054
0.882353,0.902736,0.910526,0.922886,0.941718,0.915459,0.894614,0.932945,0.917847,0.913838,0.920863,0.944118,0.941026,0.930481,0.919403,0.897906,0.891534,0.902314,0.922460,0.936224,0.916031,0.927007,0.897550,0.856471,0.917553,0.926768,0.928741,0.928934,0.930000,0.923077,0.938679,0.929539,0.899015,0.938619,0.920228,0.901333,0.905612,0.897494,0.891041,0.899244,0.923706,0.907731,0.906634,0.907781,0.837333,0.862259,0.872510,0.881159,0.000000,0.882667
0.875776,0.834532,0.877976,0.862069,0.888087,0.871233,0.878866,0.884746,0.901274,0.878698,0.849582,0.889655,0.916427,0.879630,0.863636,0.860534,0.863095,0.872832,0.900901,0.895349,0.875723,0.899183,0.869136,0.885856,0.885542,0.910112,0.910526,0.884058,0.879656,0.878419,0.874659,0.874214,0.861111,0.897959,0.889610,0.839009,0.870317,0.874055,0.855978,0.866856,0.905199,0.889197,0.888283,0.882353,0.879213,0.874251,0.874468,0.899054,0.882667,0.000000
