# ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189
9.219544,9.486833,7.937254,10.488088,10.677078,8.185353,9.486833,7.937254,10.392305,9.797959,9.000000,8.124038,8.888194,9.055385,10.908712,9.110434,10.148892,8.185353,8.124038,11.357817,8.831761,9.110434,9.797959,9.165151,8.426150,9.273618,10.049876,8.426150,12.688578,11.401754,11.135529,9.695360,10.677078,8.660254,8.246211,8.660254,8.544004,11.180340,10.816654,9.797959,11.180340,13.304135,9.327379,10.246951,12.369317,0.000000,9.591663,9.591663,9.899495,10.816654,14.352700,12.124356,19.570386,11.575837,12.328828,11.000000,10.148892,8.831761,10.488088,11.000000,9.055385,10.344080,9.486833,11.000000,15.329710,8.062258,7.549834,11.269428,12.688578,7.810250,8.306624,11.489125,11.832160,8.185353,7.810250,11.789826,12.247449,8.717798,10.000000,12.124356,11.661904,9.899495,15.066519,13.490738,9.797959,10.049876,10.246951,12.369317,12.688578,11.789826,11.445523,10.148892,11.135529,12.165525,10.198039,10.908712,12.288206,9.746794,12.727922,10.630146,9.539392,9.539392,11.180340,11.357817,12.369317,13.416408,12.041595,16.401219,10.954451,15.165751,8.185353,12.569805,17.262677,13.490738,18.601075,12.649111,10.630146,9.110434,11.874342,11.832160,8.660254,9.055385,9.273618,10.908712,10.630146,9.643651,9.848858,8.774964,9.165151,9.539392,9.848858,27.055499,16.217275,11.000000,15.716234,14.142136,14.525839,19.798990,16.093477,13.747727,17.776389,15.811388,12.165525,15.264338,11.357817,12.409674,9.539392,14.317821,9.219544,11.357817,13.638182,10.954451,10.488088,10.295630,9.643651,12.806248,25.059928,20.248457,15.427249,16.881943,11.090537,14.560220,14.456832,14.212670,15.811388,11.045361,11.661904,20.856654,11.489125,14.525839,10.630146,11.224972,13.453624,13.527749,10.049876,15.198684,14.456832,11.135529,13.453624,13.820275,16.093477,10.099505,11.045361,10.344080,11.045361,10.677078,12.449900,9.165151,12.165525,12.409674
10.148892,10.677078,9.000000,10.862780,10.954451,9.433981,9.380832,7.937254,11.135529,10.392305,9.949874,8.944272,9.433981,9.055385,10.440307,11.000000,10.816654,8.660254,8.944272,11.532563,9.165151,9.539392,9.899495,10.099505,8.888194,9.797959,10.535654,9.000000,13.674794,12.649111,10.954451,10.099505,10.862780,9.000000,9.380832,9.539392,9.433981,11.000000,11.180340,10.099505,11.704700,13.820275,9.746794,11.357817,12.767145,9.591663,0.000000,9.797959,10.000000,11.874342,15.033296,13.964240,21.236761,11.916375,14.071247,13.527749,10.630146,9.380832,11.135529,10.908712,8.944272,10.816654,9.695360,11.269428,15.066519,8.544004,8.888194,11.532563,13.379088,9.110434,9.110434,11.916375,11.575837,8.306624,9.000000,11.180340,13.038405,9.380832,10.583005,12.767145,12.083046,10.770330,15.264338,13.341664,10.099505,10.908712,10.049876,13.527749,12.124356,11.445523,11.090537,10.049876,11.575837,12.328828,10.295630,11.090537,13.000000,10.148892,13.114877,10.816654,9.848858,10.344080,13.076697,12.529964,13.152946,13.856406,13.152946,17.406895,12.247449,15.099669,9.539392,13.490738,17.262677,13.784049,19.026298,12.727922,11.269428,9.848858,12.529964,12.727922,9.433981,9.486833,9.797959,11.269428,11.090537,10.148892,10.049876,9.643651,9.797959,10.049876,10.344080,28.284271,17.175564,12.124356,16.941074,15.165751,17.117243,20.445048,18.248288,15.066519,19.949937,15.937377,13.490738,15.716234,12.529964,13.416408,10.246951,15.329710,9.746794,11.704700,15.165751,11.135529,10.488088,10.198039,10.344080,12.247449,26.115130,20.297783,16.000000,17.464249,12.288206,15.165751,14.662878,15.491933,15.620499,11.401754,12.247449,21.377558,12.165525,14.456832,11.090537,11.832160,14.035669,13.747727,10.344080,15.394804,15.132746,11.575837,13.747727,14.730920,16.217275,10.583005,11.489125,10.908712,11.489125,11.135529,12.369317,10.000000,12.649111,12.961481
9.746794,10.488088,8.888194,11.747340,10.295630,8.774964,10.000000,8.185353,10.770330,10.677078,9.746794,8.944272,9.327379,9.695360,10.908712,10.816654,10.630146,8.544004,8.485281,11.874342,9.055385,9.746794,10.295630,9.797959,8.888194,9.486833,10.630146,8.888194,13.747727,12.569805,11.575837,10.000000,11.224972,8.774964,8.944272,9.643651,9.000000,11.180340,10.535654,7.745967,11.618950,13.601471,10.723805,11.269428,12.767145,9.591663,9.797959,0.000000,10.392305,11.704700,15.099669,14.247807,21.977261,11.916375,14.422205,13.892444,10.246951,9.165151,11.916375,11.445523,9.165151,11.357817,9.899495,11.090537,15.524175,8.426150,8.660254,11.180340,13.152946,9.643651,9.433981,11.747340,11.045361,8.660254,9.000000,11.532563,13.190906,8.831761,10.295630,12.845233,12.083046,10.862780,15.066519,13.341664,10.198039,10.723805,10.630146,13.892444,12.845233,12.529964,11.532563,9.949874,11.575837,12.328828,10.583005,11.269428,12.845233,10.148892,13.190906,10.723805,10.049876,10.440307,13.000000,12.529964,12.922848,14.422205,12.449900,16.822604,12.806248,15.297059,9.643651,13.564660,18.055470,13.711309,19.026298,12.806248,11.180340,9.219544,12.609520,12.806248,9.219544,9.273618,9.591663,11.180340,10.723805,9.433981,9.848858,8.888194,9.380832,9.643651,10.344080,29.086079,17.521415,12.288206,17.291616,15.099669,16.278821,21.587033,18.357560,15.459625,20.199010,16.186414,13.416408,15.968719,12.288206,13.341664,10.344080,15.329710,9.746794,11.958261,15.099669,11.832160,11.135529,10.677078,10.148892,12.409674,26.645825,20.346990,16.186414,17.117243,11.958261,15.231546,14.247807,15.165751,16.062378,11.401754,12.806248,21.236761,11.832160,14.594520,10.816654,12.328828,13.964240,14.594520,10.816654,15.198684,15.198684,12.083046,14.177447,14.866069,16.340135,10.770330,11.224972,10.723805,11.661904,10.862780,12.041595,10.198039,12.884099,13.038405
10.440307,10.862780,9.000000,11.661904,11.401754,9.539392,9.899495,8.660254,11.575837,11.224972,9.848858,9.273618,9.746794,9.055385,11.000000,10.908712,10.816654,9.327379,9.273618,11.789826,9.695360,10.148892,10.295630,10.392305,9.110434,10.000000,10.723805,9.327379,13.453624,12.727922,11.224972,10.198039,11.832160,9.110434,9.695360,9.746794,9.848858,11.532563,11.269428,10.099505,11.874342,13.820275,10.630146,11.618950,13.304135,9.899495,10.000000,10.392305,0.000000,12.767145,14.628739,13.674794,21.330729,12.165525,14.560220,13.527749,11.090537,9.797959,11.224972,11.180340,9.055385,11.357817,10.198039,11.532563,15.459625,8.888194,9.539392,12.041595,13.527749,9.746794,9.848858,12.000000,11.747340,8.888194,9.433981,12.449900,13.341664,9.380832,10.770330,12.529964,11.313708,10.583005,15.459625,13.490738,10.583005,11.269428,10.440307,13.000000,12.288206,11.958261,11.789826,10.723805,11.832160,12.569805,10.677078,11.269428,12.845233,10.723805,13.341664,11.090537,10.535654,11.090537,13.076697,12.767145,13.228757,14.628739,13.601471,17.464249,12.328828,15.165751,9.643651,14.000000,17.832555,14.071247,19.390719,12.569805,11.874342,10.148892,12.609520,12.409674,9.643651,9.797959,10.000000,11.618950,11.269428,10.440307,10.535654,9.949874,9.591663,10.148892,10.723805,28.000000,17.233688,11.618950,17.175564,15.099669,16.643317,20.591260,18.248288,15.264338,19.697716,16.309506,13.266499,15.968719,12.609520,13.266499,10.630146,15.264338,10.246951,11.958261,15.033296,10.770330,11.135529,10.677078,10.535654,13.341664,26.229754,20.736441,16.124515,17.804494,11.958261,15.556349,14.798649,15.427249,16.124515,11.916375,12.649111,21.424285,12.409674,15.000000,11.532563,12.165525,14.106736,14.035669,10.908712,15.394804,15.066519,11.747340,14.387495,15.198684,16.703293,10.862780,11.832160,11.090537,12.000000,11.313708,12.845233,10.000000,12.884099,13.564660
12.000000,12.369317,11.575837,12.767145,12.609520,11.224972,12.041595,11.135529,13.000000,12.449900,11.832160,11.000000,11.832160,12.124356,13.114877,12.884099,12.649111,10.862780,11.269428,13.638182,11.618950,12.165525,12.609520,12.124356,11.489125,11.958261,12.884099,11.401754,15.297059,13.527749,13.304135,11.704700,13.152946,11.135529,11.090537,11.832160,11.489125,12.806248,12.727922,12.206556,13.266499,15.099669,12.165525,12.409674,14.352700,10.816654,11.874342,11.704700,12.767145,0.000000,17.058722,15.748016,22.538855,13.228757,15.459625,14.696938,12.409674,11.445523,13.527749,13.341664,11.704700,12.489996,12.369317,13.341664,16.613248,10.954451,10.862780,13.416408,14.560220,11.045361,11.747340,13.674794,14.035669,11.313708,10.770330,13.928388,14.933185,11.357817,12.529964,14.628739,14.456832,12.845233,16.552945,15.132746,12.767145,13.038405,12.884099,15.748016,14.832397,14.422205,13.038405,12.727922,13.527749,14.317821,13.000000,13.490738,15.099669,12.409674,15.198684,12.884099,12.489996,12.000000,14.282857,14.212670,14.422205,15.905974,14.282857,18.110770,14.525839,16.822604,12.000000,14.525839,18.894444,14.933185,19.974984,14.730920,13.266499,11.747340,14.696938,14.387495,11.489125,11.180340,11.874342,13.266499,12.649111,12.409674,12.328828,11.575837,11.874342,11.832160,12.409674,29.883106,18.384776,14.000000,17.944358,16.031220,17.320508,22.737634,19.442222,16.733201,20.952327,17.578396,15.198684,17.262677,14.142136,14.933185,12.489996,17.029386,12.247449,13.341664,16.822604,13.747727,13.152946,12.845233,11.832160,14.594520,27.147744,21.610183,16.941074,18.055470,13.638182,16.340135,16.309506,16.217275,17.464249,13.453624,14.594520,22.226111,13.379088,16.431677,12.727922,13.820275,15.684387,16.186414,12.569805,15.937377,15.874508,13.820275,15.937377,16.370706,17.320508,12.845233,13.228757,13.038405,13.747727,13.076697,14.212670,12.449900,14.730920,14.456832
14.387495,14.352700,13.453624,14.966630,15.297059,14.035669,14.282857,14.456832,15.937377,16.000000,14.456832,13.490738,14.317821,13.416408,15.132746,13.152946,14.798649,14.106736,14.352700,16.093477,14.696938,14.317821,13.490738,14.422205,13.379088,14.491377,14.456832,14.106736,15.652476,15.937377,15.620499,14.628739,15.684387,14.525839,14.628739,14.387495,14.730920,16.155494,15.842980,14.212670,16.340135,17.117243,15.329710,15.652476,16.822604,14.352700,15.033296,15.099669,14.628739,17.058722,0.000000,14.035669,21.424285,16.124515,16.792856,15.459625,15.652476,14.491377,14.491377,14.247807,14.352700,14.594520,14.628739,15.329710,18.411953,14.387495,14.662878,16.093477,17.635192,14.247807,14.387495,16.492423,15.811388,14.525839,14.035669,16.155494,15.748016,14.352700,14.696938,16.217275,14.832397,13.928388,18.841444,17.262677,14.832397,15.524175,15.264338,14.798649,16.583124,16.340135,15.524175,15.198684,15.033296,14.352700,15.165751,15.198684,15.394804,14.730920,16.792856,15.652476,15.394804,15.066519,15.459625,15.329710,16.155494,17.088007,17.175564,19.723083,15.556349,17.492856,13.152946,17.146428,20.346990,17.088007,22.045408,17.029386,16.155494,14.933185,16.763055,16.000000,14.594520,14.966630,14.491377,15.588457,15.524175,15.459625,15.000000,14.933185,14.000000,14.933185,15.329710,26.795522,19.261360,15.132746,18.841444,17.320508,18.411953,20.928450,18.947295,16.583124,20.297783,18.275667,16.186414,18.357560,15.652476,16.911535,15.198684,17.175564,14.387495,16.155494,16.431677,15.297059,15.297059,14.832397,14.866069,16.733201,26.229754,21.908902,18.165902,20.615528,15.198684,18.601075,18.411953,18.761663,18.654758,15.748016,16.000000,23.086793,16.733201,18.734994,16.278821,15.033296,17.349352,16.703293,14.730920,18.681542,17.578396,15.033296,16.941074,17.521415,18.520259,14.282857,15.937377,14.798649,15.491933,15.362291,16.217275,14.422205,16.248077,16.309506
14.071247,13.076697,11.575837,13.228757,14.594520,12.569805,13.674794,13.114877,14.317821,15.000000,13.114877,12.206556,13.114877,12.767145,14.966630,11.661904,13.784049,12.884099,13.152946,15.556349,13.527749,13.190906,13.601471,13.892444,12.806248,13.820275,13.784049,12.884099,15.620499,13.964240,14.525839,13.747727,14.317821,13.416408,13.152946,12.649111,13.266499,14.899664,14.899664,14.035669,15.620499,16.673332,14.000000,13.928388,16.124515,12.124356,13.964240,14.247807,13.674794,15.748016,14.035669,0.000000,18.761663,15.394804,14.247807,12.727922,14.422205,13.527749,12.767145,13.490738,13.304135,14.764823,13.674794,14.696938,18.220867,13.038405,12.727922,15.297059,16.431677,11.747340,12.247449,15.459625,15.588457,13.416408,12.569805,15.556349,14.730920,13.304135,14.247807,15.231546,14.035669,12.845233,18.110770,16.881943,13.453624,13.784049,14.212670,13.856406,16.431677,15.748016,15.165751,14.422205,14.456832,14.662878,14.525839,14.000000,14.491377,13.416408,15.779734,14.696938,14.212670,13.928388,13.928388,14.422205,15.491933,16.031220,16.370706,19.287302,13.000000,17.349352,11.661904,16.643317,19.824228,16.941074,21.610183,15.588457,14.899664,13.490738,15.231546,15.066519,13.038405,13.674794,13.601471,14.966630,14.628739,14.282857,14.212670,13.856406,12.922848,13.856406,13.711309,25.199206,18.110770,13.564660,16.970563,15.652476,17.262677,19.874607,16.431677,14.899664,17.748239,18.303005,14.456832,17.320508,14.422205,15.132746,13.638182,15.811388,12.961481,15.033296,14.662878,13.964240,14.387495,14.247807,13.638182,16.401219,24.145393,22.248595,17.691806,20.248457,15.165751,17.916473,17.606817,17.233688,18.466185,14.933185,15.264338,22.715633,15.716234,17.888544,15.099669,13.674794,16.733201,15.937377,13.416408,17.320508,16.431677,13.820275,15.748016,15.748016,18.973666,13.964240,14.866069,14.142136,14.247807,14.456832,16.062378,12.609520,15.198684,15.132746
21.679483,20.322401,19.595918,19.672316,21.748563,20.736441,21.095023,21.260292,21.283797,22.158520,20.784610,20.371549,21.213203,20.615528,21.260292,18.708287,21.354157,20.928450,21.283797,22.715633,21.563859,21.260292,21.095023,21.517435,20.784610,21.748563,21.213203,21.071308,21.447611,19.974984,21.470911,21.283797,21.000000,21.400935,21.283797,19.899749,20.784610,22.181073,22.000000,21.748563,22.803509,23.409400,21.213203,20.928450,22.759613,19.570386,21.236761,21.977261,21.330729,22.538855,21.424285,18.761663,0.000000,22.022716,17.521415,17.320508,21.771541,20.856654,18.894444,20.199010,20.760539,21.354157,21.470911,22.135944,23.579652,21.118712,20.000000,22.315914,23.280893,18.867962,18.867962,22.203603,22.022716,20.832667,19.849433,22.449944,21.142375,21.563859,22.113344,21.908902,21.610183,21.283797,24.372115,23.643181,21.189620,20.688161,21.494185,19.544820,22.494444,22.135944,22.181073,21.908902,22.293497,22.158520,21.330729,21.166010,21.166010,20.976177,21.656408,22.135944,21.587033,20.832667,20.688161,21.071308,22.759613,22.158520,23.280893,24.899799,19.672316,23.895606,19.442222,22.203603,25.000000,23.302360,26.962938,22.561028,21.908902,21.213203,22.090722,21.794495,21.307276,21.656408,21.656408,21.863211,22.405357,21.954498,21.679483,21.633308,20.663978,21.863211,21.166010,25.278449,22.135944,20.493902,21.679483,21.840330,22.405357,22.022716,18.761663,19.697716,20.371549,23.979158,20.712315,23.065125,20.976177,21.189620,21.023796,21.587033,20.736441,21.908902,19.824228,21.377558,21.470911,21.517435,21.447611,23.043437,25.396850,27.367864,23.388031,26.191602,22.000000,23.473389,23.494680,21.610183,23.937418,21.977261,21.702534,26.944387,22.516660,24.331050,22.449944,21.000000,23.151674,20.493902,19.646883,22.978251,21.307276,21.330729,20.297783,21.118712,24.248711,21.095023,22.158520,21.587033,21.470911,22.248595,22.627417,19.773720,22.022716,21.563859
11.704700,12.247449,11.090537,13.114877,12.165525,11.180340,11.575837,10.535654,12.409674,12.489996,11.789826,10.770330,11.000000,11.045361,12.288206,12.449900,12.288206,10.908712,10.677078,13.076697,10.488088,11.618950,11.832160,11.661904,10.723805,11.313708,12.124356,10.630146,14.247807,14.071247,12.409674,11.661904,12.649111,10.535654,10.954451,11.269428,10.816654,12.529964,12.124356,11.313708,13.152946,14.933185,12.529964,13.000000,14.177447,11.575837,11.916375,11.916375,12.165525,13.228757,16.124515,15.394804,22.022716,0.000000,15.165751,14.456832,12.041595,10.954451,13.038405,12.288206,10.954451,11.874342,11.575837,12.845233,16.155494,10.148892,10.816654,13.152946,14.106736,11.532563,11.445523,13.114877,13.416408,10.440307,10.630146,13.379088,13.928388,10.488088,11.401754,13.964240,13.341664,12.489996,16.401219,14.352700,12.247449,12.449900,12.041595,14.933185,13.747727,13.820275,13.076697,11.874342,12.727922,14.071247,11.832160,12.845233,14.456832,11.958261,14.764823,12.288206,11.789826,12.041595,14.317821,14.387495,14.525839,15.427249,14.247807,18.357560,14.560220,16.370706,11.357817,15.231546,19.026298,15.033296,19.493589,14.071247,12.922848,11.357817,14.177447,14.071247,11.269428,11.045361,11.135529,12.688578,11.958261,11.958261,11.618950,11.532563,11.489125,11.269428,12.041595,29.597297,18.027756,13.527749,18.357560,16.613248,18.303005,21.725561,19.824228,16.643317,21.023796,16.970563,14.422205,16.763055,13.601471,14.352700,12.124356,16.583124,11.618950,13.601471,16.431677,13.114877,12.569805,12.409674,11.958261,14.352700,27.202941,20.880613,17.029386,17.860571,13.379088,16.613248,15.905974,16.062378,16.673332,12.649111,14.000000,22.113344,13.341664,15.842980,12.609520,13.638182,15.459625,15.394804,12.206556,16.881943,16.340135,13.190906,15.588457,16.462078,17.175564,12.409674,12.727922,12.529964,13.416408,12.489996,13.820275,11.916375,13.856406,14.422205
13.527749,13.341664,12.688578,12.961481,14.696938,13.453624,13.638182,13.304135,13.928388,15.165751,13.674794,13.266499,13.674794,13.638182,14.177447,11.958261,14.525839,13.453624,13.416408,15.066519,13.638182,14.035669,14.282857,13.564660,12.922848,14.000000,13.747727,13.379088,15.394804,14.899664,14.966630,13.856406,14.491377,13.601471,13.638182,12.529964,13.152946,15.066519,14.866069,13.928388,15.588457,17.233688,13.601471,13.892444,16.462078,12.328828,14.071247,14.422205,14.560220,15.459625,16.792856,14.247807,17.521415,15.165751,0.000000,11.704700,14.387495,12.961481,13.190906,14.456832,13.564660,14.387495,14.071247,14.456832,17.972201,12.922848,12.124356,15.000000,16.462078,11.532563,11.618950,15.874508,14.832397,13.152946,12.288206,15.459625,15.362291,13.416408,14.560220,15.652476,15.362291,14.696938,18.357560,16.062378,13.928388,13.152946,14.730920,14.387495,15.842980,15.968719,14.594520,13.892444,15.297059,15.874508,14.142136,14.662878,15.000000,13.820275,15.099669,14.933185,14.387495,14.247807,15.459625,15.779734,16.522712,17.088007,16.278821,19.313208,13.638182,18.439089,12.529964,15.937377,19.849433,16.552945,21.817424,16.124515,14.798649,13.379088,15.588457,15.620499,13.747727,13.856406,14.142136,15.198684,15.000000,14.456832,14.177447,14.035669,12.961481,14.177447,13.892444,26.038433,18.193405,14.866069,17.464249,16.733201,17.916473,19.026298,16.031220,14.933185,17.320508,18.547237,14.832397,17.748239,14.730920,14.696938,13.892444,16.583124,13.379088,15.264338,15.165751,14.352700,14.832397,14.491377,14.106736,16.673332,24.454039,21.725561,17.776389,19.723083,14.866069,17.492856,16.643317,16.248077,18.055470,14.000000,15.297059,22.068076,15.748016,18.027756,15.264338,14.966630,16.881943,15.132746,12.609520,17.406895,16.583124,14.899664,14.866069,15.779734,17.860571,13.266499,15.099669,13.964240,14.966630,14.696938,15.394804,12.806248,15.427249,15.427249
13.856406,12.922848,11.575837,12.845233,14.525839,12.409674,13.152946,12.884099,13.527749,14.387495,12.409674,12.124356,13.038405,12.845233,14.560220,11.401754,13.490738,12.806248,12.922848,15.099669,13.304135,13.564660,13.304135,13.674794,12.409674,13.453624,13.038405,12.806248,14.899664,14.177447,14.594520,13.527749,14.247807,13.114877,13.304135,12.165525,12.806248,14.696938,14.212670,13.601471,15.033296,16.124515,13.490738,13.114877,15.811388,11.000000,13.527749,13.892444,13.527749,14.696938,15.459625,12.727922,17.320508,14.456832,11.704700,0.000000,14.000000,13.379088,12.206556,13.856406,13.152946,13.490738,13.304135,14.764823,17.606817,12.409674,11.045361,14.352700,15.231546,10.677078,11.135529,15.264338,15.394804,12.961481,11.661904,15.231546,14.662878,13.076697,13.892444,14.899664,13.820275,13.304135,18.000000,15.198684,13.674794,12.727922,13.928388,13.190906,16.000000,15.297059,14.764823,13.711309,14.730920,15.132746,14.035669,14.071247,14.422205,13.114877,15.132746,14.422205,14.000000,13.856406,13.928388,14.352700,15.684387,15.329710,16.248077,19.078784,12.845233,17.464249,11.832160,16.340135,19.621417,16.522712,21.189620,16.031220,14.422205,13.114877,14.966630,14.798649,12.961481,13.453624,13.152946,14.764823,14.352700,13.928388,13.784049,13.638182,12.922848,13.564660,13.341664,24.596748,17.378147,13.564660,16.248077,15.716234,16.673332,17.804494,14.966630,13.784049,16.703293,17.804494,13.820275,16.970563,14.000000,14.247807,13.190906,15.684387,12.961481,14.491377,14.387495,13.820275,14.456832,14.106736,13.711309,15.968719,23.600847,20.518285,17.406895,19.131126,13.928388,17.860571,17.146428,16.031220,17.635192,13.601471,14.387495,22.045408,15.264338,17.663522,14.696938,13.601471,16.370706,15.033296,12.569805,17.146428,15.811388,13.152946,15.362291,14.696938,18.654758,13.674794,14.866069,14.282857,14.106736,14.456832,15.874508,12.206556,14.866069,14.456832
10.295630,11.000000,9.380832,11.704700,10.816654,9.486833,10.148892,8.831761,11.269428,11.357817,10.000000,9.327379,9.797959,10.148892,10.488088,11.489125,11.224972,9.055385,9.110434,12.247449,9.110434,10.000000,10.535654,10.246951,9.380832,9.949874,11.045361,9.380832,14.422205,13.304135,11.958261,10.440307,11.704700,9.380832,9.539392,10.099505,9.380832,11.661904,11.489125,10.246951,12.165525,14.142136,10.954451,11.489125,13.416408,10.148892,10.630146,10.246951,11.090537,12.409674,15.652476,14.422205,21.771541,12.041595,14.387495,14.000000,0.000000,9.539392,11.874342,11.661904,9.848858,11.045361,10.440307,11.489125,15.620499,8.944272,9.055385,11.832160,12.884099,10.198039,9.486833,12.369317,12.369317,9.055385,9.273618,12.000000,13.453624,9.219544,10.535654,13.038405,12.688578,11.445523,15.362291,13.747727,10.816654,11.224972,11.045361,13.490738,13.266499,12.727922,12.000000,10.583005,12.041595,12.529964,10.630146,12.083046,13.416408,10.198039,13.820275,11.045361,10.488088,11.045361,13.416408,12.961481,13.038405,14.798649,13.266499,17.378147,13.228757,15.716234,9.899495,14.106736,18.574176,13.747727,19.364917,12.845233,11.489125,10.000000,13.266499,12.529964,9.797959,9.327379,10.148892,10.583005,11.135529,10.295630,10.099505,9.695360,10.148892,10.099505,10.862780,29.171904,16.792856,12.083046,17.320508,15.132746,17.435596,21.702534,18.439089,15.556349,20.273135,15.652476,13.820275,15.748016,12.409674,13.674794,10.770330,14.491377,10.000000,11.575837,15.524175,12.206556,11.532563,10.816654,10.392305,12.609520,26.888659,21.047565,16.278821,17.720045,12.806248,15.524175,14.422205,15.459625,16.031220,11.532563,13.228757,21.447611,12.369317,14.696938,11.575837,12.529964,14.142136,14.966630,11.313708,15.874508,15.748016,12.449900,14.000000,15.427249,16.309506,11.269428,11.704700,11.135529,12.369317,11.090537,12.884099,10.535654,13.076697,13.747727
8.660254,9.591663,8.062258,10.770330,9.380832,8.306624,8.717798,7.280110,10.198039,10.295630,9.000000,7.874008,8.185353,8.602325,9.643651,10.049876,9.949874,7.810250,7.483315,10.908712,7.874008,8.888194,9.273618,8.485281,7.549834,8.485281,9.643651,7.549834,13.152946,11.916375,10.583005,9.055385,10.295630,7.681146,7.874008,8.660254,7.937254,10.535654,10.148892,8.944272,11.180340,13.228757,9.848858,10.723805,11.618950,8.831761,9.380832,9.165151,9.797959,11.445523,14.491377,13.527749,20.856654,10.954451,12.961481,13.379088,9.539392,0.000000,10.862780,10.148892,8.246211,9.848858,9.055385,9.539392,14.456832,7.416198,7.937254,10.723805,12.449900,8.774964,8.426150,11.045361,10.770330,7.681146,8.062258,11.269428,12.247449,7.874008,9.380832,12.288206,11.661904,10.099505,14.662878,12.569805,9.486833,9.848858,9.848858,13.152946,11.958261,11.958261,10.630146,9.000000,10.862780,11.916375,9.695360,10.908712,12.449900,9.643651,12.884099,9.848858,9.219544,9.643651,12.609520,12.288206,12.529964,14.212670,12.449900,16.881943,12.409674,15.165751,8.426150,12.961481,17.606817,12.806248,18.814888,11.916375,10.440307,8.544004,12.206556,12.000000,8.306624,8.124038,8.717798,10.246951,9.746794,9.219544,9.000000,8.774964,8.485281,8.774964,9.539392,28.913665,16.881943,11.445523,16.822604,14.832397,16.703293,21.071308,18.357560,14.866069,19.748418,15.620499,12.649111,15.329710,11.532563,12.649111,9.433981,14.798649,8.888194,11.357817,14.696938,10.862780,10.295630,9.797959,9.000000,12.328828,26.305893,20.542639,15.427249,17.117243,11.618950,14.352700,13.000000,14.422205,15.491933,10.392305,12.247449,20.904545,11.313708,14.177447,10.440307,11.575837,13.379088,13.674794,9.539392,14.933185,14.106736,11.313708,13.152946,14.525839,15.264338,9.695360,10.295630,9.643651,11.313708,9.797959,11.532563,9.055385,12.083046,12.961481
